symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok,review_section
MMM↔SOLV,PARTNER_WITH,"SEC 10-K: On April 1, 2024, the Company completed the planned spin-off of its Health Care business as an indep",헬스케어 사업,False,DEPENDS_ON,pending,pending,False,True,0.9,True,B_individual
MNST↔PEP,PARTNER_WITH,"SEC 10-K: For example, PepsiCo entered into a long-term strategic distribution arrangement with Celsius Holdin",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,B_individual
MSCI↔BLK,PARTNER_WITH,"SEC 10-K: Certain of our clients are also significant shareholders, competitors or distributors of our content",,True,,pending,pending,False,False,0.5,True,B_individual
MTB↔MTB,PARTNER_WITH,"SEC 10-K: At December 31, 2025, M&T had two wholly-owned bank subsidiaries: M&T Bank and Wilmington Trust, N.A",은행 서비스,False,DEPENDS_ON,pending,pending,True,True,1.0,True,B_individual
ORCL↔CVX,PARTNER_WITH,"SEC 10-K: For example, following our acquisition of Cerner Corporation, we also face competition from large he",,False,,pending,pending,True,False,0.0,True,B_individual
PANW↔IBM,PARTNER_WITH,"SEC 10-K: In June 2025, we amended the terms of our contingent consideration arrangement with International Bu",,False,SUPPLIES_TO,pending,pending,True,True,0.7,True,B_individual
PEP↔SBUX,PARTNER_WITH,"SEC 10-K: PBNA also, either independently or in conjunction with third parties, makes, markets, distributes an",음료 유통,True,,pending,pending,False,True,0.8,True,B_individual
ROP↔HPQ,PARTNER_WITH,"SEC 10-K: —ConstructConnect, DAT, Foundry, iPipeline, iTradeNetwork, MHA, SHP, SoftWriters, and Subsplash;",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,B_individual
SATS↔SATS,PARTNER_WITH,"SEC 10-K: governing the purchase, sale and other disposition by directors, officers and employees of securitie",,False,,pending,pending,False,True,0.0,True,B_individual
SMCI↔ALGN,PARTNER_WITH,"SEC 10-K: We also collaborate on design and development activities with Ablecom and Compuware, where we substa",,False,,pending,pending,False,True,0.0,True,B_individual
TECH↔TMO,PARTNER_WITH,"SEC 10-K: We sell our products directly to customers who are primarily located in North America, Europe and Ch",,False,,pending,pending,False,True,0.0,True,B_individual
TGT↔AAPL,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",소비자 전자제품 유통,True,,pending,pending,False,True,0.9,True,B_individual
TGT↔SBUX,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",,False,,pending,pending,False,True,0.0,True,B_individual
TGT↔ULTA,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,B_individual
TPL↔ACN,PARTNER_WITH,"SEC 10-K: From 2004 to 2013, Ms. Duganier was a Managing Director at Accenture, a multinational professional s",,False,,pending,pending,True,True,0.0,True,B_individual
TPL↔CNP,PARTNER_WITH,"SEC 10-K: Ms. Duganier currently serves on the board of directors of CenterPoint Energy (NYSE: CNP), an electr",,False,PARTNER_WITH,pending,pending,True,True,0.5,True,B_individual
TPL↔SPGI,PARTNER_WITH,"SEC 10-K: and of MRC Global Inc. (NYSE: MRC) (2015-2024), an industrial distributor of pipes, valves and other",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,B_individual
WAB↔NSC,PARTNER_WITH,"SEC 10-K: In both 2025 and 2024, Canadian National Railway Company, Norfolk Southern and Union Pacific Railroa",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,B_individual
WDAY↔GOOGL,PARTNER_WITH,"SEC 10-K: Strategic partnerships with public cloud providers, including Amazon Web Services, Inc. (“AWS”) and ",클라우드 컴퓨팅,True,,pending,pending,False,True,0.7,True,B_individual
WDAY↔MU,PARTNER_WITH,"SEC 10-K: Our global partnerships with payroll providers, including Automatic Data Processing, Inc. (“ADP”), R",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,B_individual
WST↔ROP,PARTNER_WITH,"SEC 10-K: He has also served as an Independent Director at OraSure Technologies, Inc. since 2023.",,False,SUPPLIES_TO,pending,pending,True,True,0.0,True,B_individual
XYZ↔V,PARTNER_WITH,SEC 10-K: Cash App Card offers customers the ability to store funds in Cash App and subsequently use these fun,직불 카드,True,,pending,pending,False,True,0.3,True,B_individual
ALGN↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,,pending,pending,False,True,0.0,True,B_individual
ALGN↔IDXX,SUPPLIES_TO,SEC 10-K: We also sell our products to dental laboratories who use our products to manufacture or customize th,치과 기공,False,SUPPLIES_TO,pending,pending,True,True,0.1,True,B_individual
ALGN↔SMCI,SUPPLIES_TO,"SEC 10-K: We work with Ablecom, one of our key contract manufacturers and a related party, for our chassis and",,False,,pending,pending,False,True,0.0,True,B_individual
AMZN↔ADSK,SUPPLIES_TO,"SEC 10-K: We rely on third parties, such as Amazon Web Services, to provide us with operational and technical ",클라우드 컴퓨팅,True,,pending,pending,False,True,1.0,True,B_individual
AOS↔AMZN,SUPPLIES_TO,SEC 10-K: We sell our A. O. Smith branded water treatment products primarily through our water quality dealer ,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,B_individual
A↔WST,SUPPLIES_TO,"SEC 10-K: Prior to joining West, he served as the Chief Financial Officer of Agilent Technologies Inc, a provi",,False,,pending,pending,True,True,0.0,True,B_individual
CAH↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,B_individual
CAH↔BAX,SUPPLIES_TO,"SEC 10-K: In the United States, third parties, such as Cardinal Health, Inc. and Medline Inc., warehouse and s",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,B_individual
CAH↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",의약품 유통,True,,pending,pending,False,True,0.7,True,B_individual
CAT↔FIX,SUPPLIES_TO,"SEC 10-K: The primary manufacturers of the major components in a commercial MEP system are: Trane, Carrier, Yo",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,B_individual
CMI↔FIX,SUPPLIES_TO,"SEC 10-K: The primary manufacturers of the major components in a commercial MEP system are: Trane, Carrier, Yo",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,B_individual
CMI↔PCAR,SUPPLIES_TO,SEC 10-K: Engines not manufactured by the Company are purchased from Cummins Inc. (Cummins).,엔진,True,,pending,pending,False,True,1.0,True,B_individual
COR↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",,False,SUPPLIES_TO,pending,pending,False,True,0.1,True,B_individual
CRWD↔HLT,SUPPLIES_TO,"SEC 10-K: For example, in July 2024 a software update by CrowdStrike Holdings, Inc., a cybersecurity technolog",,False,,pending,pending,True,True,0.0,True,B_individual
DLTR↔CPB,SUPPLIES_TO,"SEC 10-K: Our products are generally resold to consumers through retail food chains, mass discounters, mass me",식품 유통,True,,pending,pending,False,True,0.8,True,B_individual
DTE↔GM,SUPPLIES_TO,"SEC 10-K: Energy Trading's customer base is predominantly utilities, local natural gas distribution companies,",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,B_individual
ETN↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,B_individual
ETN↔PCAR,SUPPLIES_TO,SEC 10-K: The Company purchased a significant portion of its transmissions from Eaton Corporation Plc. (Eaton),변속기,True,,pending,pending,False,True,1.0,True,B_individual
FISV↔SYF,SUPPLIES_TO,SEC 10-K: We also face risks related to cyber-attacks and other security breaches in connection with credit ca,신용카드,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,B_individual
FN↔NVDA,SUPPLIES_TO,SEC 10-K: We engage with independent subcontractors and contract manufacturers such as Hon Hai Precision Indus,,False,SUPPLIES_TO,pending,pending,False,True,0.1,True,B_individual
FTNT↔EA,SUPPLIES_TO,"SEC 10-K: We work with many technology distributors, including Arrow Electronics, Inc., Exclusive, Ingram Micr",,False,,pending,pending,True,True,0.0,True,B_individual
GIS↔DRI,SUPPLIES_TO,"SEC 10-K: We were acquired by General Mills, Inc. in 1970 and became a separate publicly held company in 1995 ",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,B_individual
HOLX↔WST,SUPPLIES_TO,"SEC 10-K: From 2014 to 2018, Mr. McMahon served as Chief Financial Officer at Hologic, Inc, a developer, manuf",,False,,pending,pending,False,True,0.0,True,B_individual
JBL↔ANET,SUPPLIES_TO,"SEC 10-K: Our primary manufacturing partners are Jabil Inc., Sanmina Corporation and Foxconn Hon Hai.",전자제품 위탁생산,True,,pending,pending,False,True,1.0,True,B_individual
JNJ↔WST,SUPPLIES_TO,"SEC 10-K: Prior to Hologic, Mr. McMahon spent 20 years with Johnson & Johnson, a biotechnology, medical techno",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,B_individual
KDP↔PEP,SUPPLIES_TO,"SEC 10-K: Further, PBNA manufactures and distributes certain brands licensed from Keurig Dr Pepper Inc., inclu",음료 브랜드 라이선싱,False,PARTNER_WITH,pending,pending,True,True,1.0,True,B_individual
LII↔PCAR,SUPPLIES_TO,SEC 10-K: The Company also purchased a significant portion of North America stampings used for cabs from Magna,,False,,pending,pending,False,True,0.0,True,B_individual
MCHP↔EA,SUPPLIES_TO,"SEC 10-K: With the exception of Arrow Electronics, our largest distributor, which accounted for 10% and 12% of",,False,SUPPLIES_TO,pending,pending,True,True,0.0,True,B_individual
MCK↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",의약품 유통,True,,pending,pending,False,True,0.8,True,B_individual
MET↔BAX,SUPPLIES_TO,"SEC 10-K: In the United States, third parties, such as Cardinal Health, Inc. and Medline Inc., warehouse and s",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,B_individual
MGM↔O,SUPPLIES_TO,SEC 10-K: MGM Resorts International continues to operate the properties.,부동산 임대,True,,pending,pending,True,True,0.6,True,B_individual
MMM↔SOLV,SUPPLIES_TO,"SEC 10-K: Transition Contract Manufacturing Agreement, dated as of March 31, 2024, by and between 3M Company a",,True,,pending,pending,False,True,0.6,True,B_individual
MPC↔SRE,SUPPLIES_TO,"SEC 10-K: Our customer contracts for our refined products storage business are structured as long-term, U.S. d",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,B_individual
MSCI↔BLK,SUPPLIES_TO,"SEC 10-K: Certain of our clients are also significant shareholders, competitors or distributors of our content",,True,,pending,pending,False,False,0.2,True,B_individual
MU↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,B_individual
MU↔NVDA,SUPPLIES_TO,"SEC 10-K: We purchase memory from SK Hynix Inc., Micron Technology, Inc., and Samsung.",메모리,True,,pending,pending,False,True,1.0,True,B_individual
ON↔ON,SUPPLIES_TO,"SEC 10-K: On October 27, 2025, we completed the acquisition of rights to Vcore power technologies, including a",Vcore 전력 기술,False,PARTNER_WITH,pending,pending,True,True,0.8,True,B_individual
PWR↔PWR,SUPPLIES_TO,SEC 10-K: Quanta’s Underground and Infrastructure segment provides comprehensive infrastructure solutions to c,인프라 솔루션,True,,pending,pending,True,True,0.6,True,B_individual
SATS↔AMT,SUPPLIES_TO,"SEC 10-K: For example, during the second half of 2025, Echostar Corporation, parent company to DISH, announced",,False,,pending,pending,True,True,0.0,True,B_individual
SNDK↔ANET,SUPPLIES_TO,"SEC 10-K: Our primary manufacturing partners are Jabil Inc., Sanmina Corporation and Foxconn Hon Hai.",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,B_individual
SRE↔NUE,SUPPLIES_TO,"SEC 10-K: Oncor also provides distribution services, consisting of retail delivery services to retail electric",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,B_individual
TSM↔AVGO,SUPPLIES_TO,"SEC 10-K: The majority of our front-end wafer manufacturing operations is outsourced to external foundries, in",반도체 파운드리,True,,pending,pending,False,True,0.9,True,B_individual
TSM↔FTNT,SUPPLIES_TO,SEC 10-K: These contract manufacturers use foundries in Taiwan and Japan operated by either Taiwan Semiconduct,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,B_individual
VLO↔SRE,SUPPLIES_TO,"SEC 10-K: Our customer contracts for our refined products storage business are structured as long-term, U.S. d",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,B_individual
V↔V,SUPPLIES_TO,"SEC 10-K: Built on a cloud-based architecture, our Acceptance Platform solutions such as Cybersource and Autho",클라우드 기반 결제 솔루션,True,,pending,pending,False,True,0.9,True,B_individual
WMT↔CAG,SUPPLIES_TO,"SEC 10-K: Our largest customer, Walmart, Inc. and its affiliates, accounted for approximately 29% of consolida",식품 소매,True,,pending,pending,False,True,1.0,True,B_individual
WMT↔CL,SUPPLIES_TO,"SEC 10-K: Our sales to Walmart, Inc. and its affiliates represented approximately 11% of our Net sales in 2025",,True,,pending,pending,False,True,1.0,True,B_individual
WMT↔KMB,SUPPLIES_TO,"SEC 10-K: Our largest customer, Walmart Inc., represented approximatel",생활용품,True,,pending,pending,False,True,0.9,True,B_individual
WMT↔PG,SUPPLIES_TO,SEC 10-K: Sales to Walmart Inc. and its affiliates represent approximately 16% of our total sales in 2025 and ,,True,,pending,pending,False,True,1.0,True,B_individual
AOS↔PNR,COMPETES_WITH,"SEC 10-K: Our principal water treatment competitors in the U.S. are Culligan, Kinetico, Pentair, Franklin Elec",수처리,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
APTV↔GRMN,COMPETES_WITH,"SEC 10-K: Garmin believes that its principal competitors for auto OEM products are Alpine Electronics, Aptiv, ",자동차 OEM 제품,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
AVY↔MMM,COMPETES_WITH,"SEC 10-K: For graphics and reflective products, our largest competitors are 3M Company (“3M”) and the Orafol G",그래픽·반사 제품,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
AXP↔SYF,COMPETES_WITH,"SEC 10-K: Our primary competitors for partners include major financial institutions, such as American Express,",금융 서비스,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
AZO↔GPC,COMPETES_WITH,"SEC 10-K: Key competitors in North America include AutoZone, Inc., O'Reilly Auto Parts, Inc., Advance Auto Par",자동차 부품 유통,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
BKNG↔GOOGL,COMPETES_WITH,"SEC 10-K: For example, Google links travel search to its dominant search engine and has integrated travel prod",여행 검색,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
BKR↔HAL,COMPETES_WITH,"SEC 10-K: OFSE competitors include SLB, Halliburton, NOV, Weatherford, and TechnipFMC.",유전 서비스·장비,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
BKR↔SLB,COMPETES_WITH,"SEC 10-K: OFSE competitors include SLB, Halliburton, NOV, Weatherford, and TechnipFMC.",유전 서비스·장비,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
CAT↔CMI,COMPETES_WITH,"SEC 10-K: Principal global competitors include Cummins Inc., Deutz AG, Rolls-Royce Power Systems AG and Siemen",,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
CAT↔GEV,COMPETES_WITH,"SEC 10-K: Other competitors, such as Volvo Penta AB, FPT Industrial SpA (Iveco Group), INNIO Group, GE Vernova",,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
CAT↔GNRC,COMPETES_WITH,"SEC 10-K: An additional set of competitors, including Aggreko plc, Generac Holdings Inc., Discovery Energy, LL",,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
CDNS↔KEYS,COMPETES_WITH,"SEC 10-K: U.S.-based competitors include Keysight Technologies, Inc., Schrödinger, Inc., and CEVA, Inc., while",,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
CDNS↔SNPS,COMPETES_WITH,"SEC 10-K: Key competitors include Synopsys, Inc., Ansys, Inc. (acquired by Synopsys), Siemens EDA, and a varie",전자 설계 자동화 (EDA),True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
CHTR↔T,COMPETES_WITH,"SEC 10-K: Our mobile service faces competition from national mobile network operators (“MNOs”) including AT&T,",모바일 서비스,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
CME↔ICE,COMPETES_WITH,"SEC 10-K: Our competitors include, among other entities, exchanges such as Intercontinental Exchange, Inc. (IC",금융 거래소,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
COO↔JNJ,COMPETES_WITH,"SEC 10-K: Larger companies such as Johnson & Johnson, Baxter International, Medtronic and Hologic have offerin",,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
COO↔RVTY,COMPETES_WITH,"SEC 10-K: In the stem cell storage field, we compete primarily with ViaCord, a division of Revvity, in the Uni",줄기세포 보관,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
COST↔TGT,COMPETES_WITH,"SEC 10-K: Walmart, Target, Kroger, and Amazon are among our significant general merchandise retail competitors",종합 상품 소매,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
COST↔WMT,COMPETES_WITH,"SEC 10-K: Walmart, Target, Kroger, and Amazon are among our significant general merchandise retail competitors",종합 소매,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
CSX↔NSC,COMPETES_WITH,"SEC 10-K: CSXT’s primary rail competitor is Norfolk Southern Railway, which operates throughout much of the Co",철도,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
DG↔DLTR,COMPETES_WITH,"SEC 10-K: Our primary direct competitors are Walmart, Family Dollar and Dollar Tree.",소매업,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
DG↔WMT,COMPETES_WITH,"SEC 10-K: Our primary direct competitors are Walmart, Family Dollar and Dollar Tree.",할인 소매,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
FOXA↔NFLX,COMPETES_WITH,"SEC 10-K: direct-to-consumer streaming services such as ESPN+, YouTube, Peacock, Amazon Prime Video, Netflix, ",스트리밍 서비스,True,,auto_candidate,pending,True,True,0.8,True,C_auto_spotcheck
HON↔JCI,COMPETES_WITH,"SEC 10-K: Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating",,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
MA↔V,COMPETES_WITH,"SEC 10-K: We compete worldwide with payments networks such as Visa, American Express, JCB, China UnionPay and ",결제 네트워크,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
MSCI↔NDAQ,COMPETES_WITH,SEC 10-K: Among our Index competitors are ... Nasdaq Inc,인덱스 서비스,True,,auto_candidate,pending,True,True,0.95,True,C_auto_spotcheck
MSCI↔SPGI,COMPETES_WITH,SEC 10-K: Among our Index competitors are S&P Dow Jones Indices LLC (a joint venture of S&P Global Inc. and CM,지수 서비스,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
ANET↔AVGO,DEPENDS_ON,"SEC 10-K: In particular, we are primarily reliant upon our predominant merchant silicon vendor, Broadcom, for ",상업용 실리콘,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
BKNG↔AAPL,DEPENDS_ON,"SEC 10-K: restrictions on the use of the identifier for advertisers (such as the Apple ""IDFA"") by mobile devic",모바일 광고,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
BR↔UPS,DEPENDS_ON,"SEC 10-K: We rely upon the USPS and third-party carriers, including the United Parcel Service, for timely deli",물류·운송,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
CME↔NDAQ,DEPENDS_ON,SEC 10-K: We also have exclusive license agreements for certain Nasdaq indices through 2039 and for certain Ru,금융 지수,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
CPAY↔V,DEPENDS_ON,"SEC 10-K: Third-party networks are operated by independent parties, such as MasterCard and VISA, and tend to b",결제 네트워크,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
EBAY↔GOOGL,DEPENDS_ON,"SEC 10-K: In addition, we rely on Google search to direct a significant amount of traffic to our platforms.",온라인 검색,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
EXR↔EXR,DEPENDS_ON,"SEC 10-K: The Company was formed to continue the business of Extra Space Storage LLC and its subsidiaries, whi",셀프 스토리지,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
FICO↔EFX,DEPENDS_ON,"SEC 10-K: Our Scores segment relies on, among others, Experian, TransUnion and Equifax.",신용정보 서비스,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
NVR↔NVR,DEPENDS_ON,"SEC 10-K: Because NVRM originates mortgage loans exclusively for our homebuilding customers, NVRM is dependent",모기지 대출,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
NWSA↔AMZN,DEPENDS_ON,"SEC 10-K: For example, the Company relies on Amazon Web Services to supply cloud-based services used in many o",클라우드 서비스,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
NWSA↔GOOGL,DEPENDS_ON,SEC 10-K: and Google to provide workspace and other enterprise services.,기업용 솔루션,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
PCAR↔CMI,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",엔진,True,,auto_candidate,pending,True,True,0.95,True,C_auto_spotcheck
PCAR↔ETN,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",트럭 부품 공급,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
PSA↔GOOGL,DEPENDS_ON,"SEC 10-K: Marketing initiatives, including our increasing dependence on Google to source customers, may fail t",디지털 마케팅,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
SNDK↔WDC,DEPENDS_ON,"SEC 10-K: Prior to February 21, 2025, we were wholly owned by WDC.",,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
TTWO↔MSFT,DEPENDS_ON,"SEC 10-K: Accordingly, console manufacturers like Sony or Microsoft could cause unanticipated delays in the re",게임 콘솔,True,,auto_candidate,pending,True,True,0.8,True,C_auto_spotcheck
VTRS↔PFE,DEPENDS_ON,SEC 10-K: certain reimbursements related to the Company’s obligation to reimburse Pfizer for certain financing,재무 상환 의무,True,,auto_candidate,pending,True,True,0.8,True,C_auto_spotcheck
AXP↔AMZN,PARTNER_WITH,"SEC 10-K: For example, our two largest redemption partners are Amazon and Delta.",리워드 프로그램,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
CB↔BLK,PARTNER_WITH,"SEC 10-K: In addition, Chubb has an arrangement with BlackRock, Inc. under which both Chubb and BlackRock, Inc",,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
EXR↔EXR,PARTNER_WITH,"SEC 10-K: The Company’s interest in its stores is held through its operating partnership, Extra Space Storage ",스토리지 운영,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
GDDY↔GOOGL,PARTNER_WITH,"SEC 10-K: We also work to make certain of our products interoperable with services such as Yelp, Google, Amazo",웹 서비스 연동,True,,auto_candidate,pending,True,True,0.9,True,C_auto_spotcheck
KDP↔SBUX,PARTNER_WITH,"SEC 10-K: Our partner brands include Starbucks, Dunkin', Folgers, and Peet's, among others.",커피 제품,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
WDAY↔ADP,PARTNER_WITH,"SEC 10-K: Our global partnerships with payroll providers, including Automatic Data Processing, Inc. (“ADP”), R",급여 서비스,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
WDAY↔AMZN,PARTNER_WITH,"SEC 10-K: Strategic partnerships with public cloud providers, including Amazon Web Services, Inc. (“AWS”) and ",클라우드 서비스,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
WDAY↔MSFT,PARTNER_WITH,"SEC 10-K: For example, our partnership with Microsoft Corporation (“Microsoft”), announced in fiscal 2026, wil",,True,,auto_candidate,pending,True,True,0.95,True,C_auto_spotcheck
COP↔ATO,SUPPLIES_TO,"SEC 10-K: Major suppliers during fiscal 2025 were ARM Energy Management LLC, Cima Energy, LP, ConocoPhillips C",천연가스 공급,True,,auto_candidate,pending,True,True,1.0,True,C_auto_spotcheck
INVH↔LEN,SUPPLIES_TO,"SEC 10-K: In addition, Lennar engaged Invitation Homes to provide certain asset management services for the Up",자산 관리 서비스,True,,auto_candidate,pending,True,True,0.95,True,C_auto_spotcheck
PNR↔POOL,SUPPLIES_TO,"SEC 10-K: Our largest suppliers are Pentair plc, Zodiac Pool Systems, Inc. and Hayward Holdings, Inc., which a",수영장 용품,True,,auto_candidate,pending,True,True,0.95,True,C_auto_spotcheck
