symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok,gate_class_v2,review_status_v2,self_contradiction,is_enumeration,symbol_boundary_ok,normalized_tag,summary_ko,summary_flags,full_evidence,source_line,roles_ko,decision_hint
FIS↔JKHY,COMPETES_WITH,SEC 10-K: Our core solutions compete with large vendors that provide information and transaction processing so,정보·거래 처리 솔루션,True,,pending,pending,False,True,0.5,True,pending,pending,False,False,False,기타,"은행 및 신용조합을 위한 제품과 서비스 제공업체들 사이에서 지난 10년 이상 상당한 통합이 있었으며, 이러한 통합은 앞으로도 계속될 것으로 예상됩니다. 핵심 솔루션은 은행과 신용조합에 정보 및 거래 처리 솔루션을 제공하는 대형 벤더들과 경쟁합니다.",m&a|target_absent|truncated,"For more than a decade, there has been significant consolidation among providers of products and services designed for banks and credit unions, and this consolidation is expected to continue in the future.
Our core solutions compete with large vendors that provide information and transaction processing solutions to banks and credit unions, including Fidelity National Information Services, Inc.; Fiserv, Inc.; Corelation, Inc.; and Finastra. Our non-core specialized solutions compete with an array of disparate vendors that provide niche solutions to financial services organizations and corporate entities.
Intellectual Property, Patents, and Trademarks  
Although we believe our success depends upon our technical expertise more than our proprietary rights, our future success and ability to compete depend in part upon our proprietary technology.",JKHY 10-K FY2025 · Item 1 사업,FIS는 정보 및 거래 처리 솔루션을 은행과 신용조합에 제공하는 대형 벤더 중 하나로 언급됩니다. JKHY 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
FISV↔GPN,COMPETES_WITH,"SEC 10-K: Our competitors in this business include, but are not limited to, Fiserv, FIS, Marqeta, Nexi, Worldl",,True,,pending,pending,False,True,1.0,True,pending,pending,False,True,False,,"이 사업 분야의 경쟁사는 Fiserv, FIS, Marqeta, Nexi, Worldline, i2c, Bill.com, AvidExchange, Billtrust, Adyen, Stripe 및 Zeta를 포함합니다.",list|target_absent|truncated,"Our competitors in this business include, but are not limited to, Fiserv, FIS, Marqeta, Nexi, Worldline, i2c, Bill.com, AvidExchange, Billtrust, Adyen, Stripe and Zeta.",GPN 10-K FY2025 · Item 1 사업,FISV는 언급된 사업 분야의 경쟁사 중 하나로 지칭됩니다. GPN은 이 사업을 영위하는 회사(Our)로서 FISV를 경쟁사 중 하나로 언급합니다.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
FISV↔JKHY,COMPETES_WITH,SEC 10-K: Our core solutions compete with large vendors that provide information and transaction processing so,정보 및 거래 처리,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,기타,"은행 및 신용조합을 위한 제품과 서비스 제공업체들 사이에서 지난 10년 이상 상당한 통합이 있었으며, 이러한 통합은 앞으로도 계속될 것으로 예상됩니다. 핵심 솔루션은 은행과 신용조합에 정보 및 거래 처리 솔루션을 제공하는 대형 벤더들과 경쟁합니다.",m&a|target_absent|truncated,"For more than a decade, there has been significant consolidation among providers of products and services designed for banks and credit unions, and this consolidation is expected to continue in the future.
Our core solutions compete with large vendors that provide information and transaction processing solutions to banks and credit unions, including Fidelity National Information Services, Inc.; Fiserv, Inc.; Corelation, Inc.; and Finastra. Our non-core specialized solutions compete with an array of disparate vendors that provide niche solutions to financial services organizations and corporate entities.
Intellectual Property, Patents, and Trademarks  
Although we believe our success depends upon our technical expertise more than our proprietary rights, our future success and ability to compete depend in part upon our proprietary technology.",JKHY 10-K FY2025 · Item 1 사업,FISV는 정보 및 거래 처리 솔루션을 은행과 신용조합에 제공하는 대형 벤더 중 하나로 언급됩니다. JKHY 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
FOXA↔GOOGL,COMPETES_WITH,"SEC 10-K: direct-to-consumer streaming services such as ESPN+, YouTube, Peacock, Amazon Prime Video, Netflix, ",다이렉트 투 컨슈머 스트리밍 서비스,True,,pending,pending,False,True,0.9,True,pending,pending,False,True,False,미디어·스트리밍·검색,"FS1, FS2, Big Ten Network의 주요 경쟁사는 ESPN, TNT, 다양한 리그 및 대학 컨퍼런스 소유 네트워크, 그리고 YouTube를 포함한 직접 소비자 대상 스트리밍 서비스 등입니다. Television 사업 부문은 FOX 방송 네트워크, Tubi AVOD 서비스 등을 통해 프로그램을 제작, 취득, 마케팅 및 배포합니다.",list|target_absent|truncated,"On a national level, the primary competitors to FS1, FS2, and the Big Ten Network are ESPN, ESPN2, TNT, TBS, USA Network, CBS Sports Network and The CW Network; league-owned networks such as NFL Network, NHL Network, NBA TV and MLB Network; collegiate conference-specific networks such as the SEC Network and ACC Network; and direct-to-consumer streaming services such as ESPN+, YouTube, Peacock, Amazon Prime Video, Netflix, Apple TV+, Paramount+, HBO Max and Roku, among others. In regional markets, the Big Ten Network competes with regional sports networks, local broadcast television stations and other sports programming providers and distributors.
6
Television
The Television segment produces, acquires, markets and distributes programming through the FOX broadcast network, the Tubi AVOD service, broadcast television stations and other digital platforms, primarily in the U.S.",FOXA 10-K FY2025 · Item 7 MD&A,"FOXA는 FS1, FS2, Big Ten Network를 운영하며, 이는 Television 사업 부문의 핵심 자산으로 경쟁사에 대항하는 주체입니다. GOOGL은 YouTube를 통해 FS1, FS2, Big Ten Network의 경쟁사인 직접 소비자 대상 스트리밍 서비스 제공자 중 하나로 언급됩니다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
FOXA↔NFLX,COMPETES_WITH,"SEC 10-K: direct-to-consumer streaming services such as ESPN+, YouTube, Peacock, Amazon Prime Video, Netflix, ",스트리밍 서비스,True,,auto_candidate,pending,True,True,0.8,True,auto_candidate,pending,False,True,False,미디어·스트리밍·검색,"FS1, FS2, Big Ten Network의 주요 경쟁사는 ESPN, TNT, 다양한 리그 및 대학 컨퍼런스 소유 네트워크, 그리고 넷플릭스를 포함한 직접 소비자 대상 스트리밍 서비스 등입니다. Television 사업 부문은 FOX 방송 네트워크, Tubi AVOD 서비스 등을 통해 프로그램을 제작, 취득, 마케팅 및 배포합니다.",list|truncated,"On a national level, the primary competitors to FS1, FS2, and the Big Ten Network are ESPN, ESPN2, TNT, TBS, USA Network, CBS Sports Network and The CW Network; league-owned networks such as NFL Network, NHL Network, NBA TV and MLB Network; collegiate conference-specific networks such as the SEC Network and ACC Network; and direct-to-consumer streaming services such as ESPN+, YouTube, Peacock, Amazon Prime Video, Netflix, Apple TV+, Paramount+, HBO Max and Roku, among others. In regional markets, the Big Ten Network competes with regional sports networks, local broadcast television stations and other sports programming providers and distributors.
6
Television
The Television segment produces, acquires, markets and distributes programming through the FOX broadcast network, the Tubi AVOD service, broadcast television stations and other digital platforms, primarily in the U.S.",FOXA 10-K FY2025 · Item 7 MD&A,"FOXA는 FS1, FS2, Big Ten Network를 운영하며, 이는 Television 사업 부문의 핵심 자산으로 경쟁사에 대항하는 주체입니다. NFLX는 FS1, FS2, Big Ten Network의 경쟁사인 직접 소비자 대상 스트리밍 서비스 제공자 중 하나로 언급됩니다.",
GOOG↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,0.6,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"당사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제공 서비스는 어도비, 알파벳, 아마존 등 세계에서 가장 크고 경쟁력 있는 일부 회사들의 특정 서비스와 직접 경쟁합니다.",target_absent|truncated,"Our enterprise cloud, license and hardware offerings compete directly with certain offerings from some of the largest and most competitive companies in the world, including Adobe Systems Incorporated, Alphabet Inc., Amazon.com, Inc., Cisco Systems, Inc., Intel Corporation, International Business Machines Corporation, Microsoft Corporation, Salesforce, Inc. and SAP SE, as well as other companies like Hewlett-Packard Enterprise and Workday, Inc.",ORCL 10-K FY2025 · Item 7 MD&A,"GOOG은 Alphabet Inc.으로, 당사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제공 서비스와 직접 경쟁하는 회사 중 하나로 언급됩니다. ORCL은 'Our'로 등장하며, GOOG을 포함한 다른 회사들과 직접 경쟁하는 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제공 서비스를 제공합니다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
GOOGL↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, software and hardware offerings compete directly with certain offerings from s",클라우드 서비스,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"당사의 엔터프라이즈 클라우드, 소프트웨어 및 하드웨어 제공 서비스는 어도비, 알파벳, 아마존 등 세계에서 가장 크고 경쟁력 있는 일부 회사들의 특정 서비스와 직접 경쟁합니다.",target_absent|truncated,"Our enterprise cloud, software and hardware offerings compete directly with certain offerings from some of the largest and most competitive companies in the world, including Adobe Systems Incorporated, Alphabet Inc., Amazon.com, Inc., Cisco Systems, Inc., Intel Corporation, International Business Machines Corporation, Microsoft Corporation, Salesforce, Inc. and SAP SE, as well as other companies like Hewlett-Packard Enterprise and Workday, Inc.",ORCL 10-K FY2026 · Item 7 MD&A,"GOOGL은 Alphabet Inc.으로, 당사의 엔터프라이즈 클라우드, 소프트웨어 및 하드웨어 제공 서비스와 직접 경쟁하는 회사 중 하나로 언급됩니다. ORCL은 'Our'로 등장하며, GOOGL을 포함한 다른 회사들과 직접 경쟁하는 엔터프라이즈 클라우드, 소프트웨어 및 하드웨어 제공 서비스를 제공합니다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
GOOGL↔SYF,COMPETES_WITH,"SEC 10-K: In addition, some larger technology focused companies, e.g., Apple and Google, and larger retailers ",,False,COMPETES_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,애플과 구글 같은 일부 대형 기술 기업들과 대형 소매업체들은 때때로 당사의 경쟁사들과 협력하여 금융 상품을 제공합니다.,m&a|target_absent|truncated,"In addition, some larger technology focused companies, e.g., Apple and Google, and larger retailers offer financial products sometimes in collaboration with our competitors. Further, current and potential competitors may benefit from changes in the political and regulatory environment that reduce oversight and compliance obligations, as well as make it easier to obtain authorization to provide banking services and undertake significant transactions such as mergers and acquisitions.",SYF 10-K FY2025 · Item 7 MD&A,"GOOGL은 대형 기술 중심 기업 중 하나로, 때때로 당사의 경쟁사와 협력하여 금융 상품을 제공하는 주체로 언급됩니다. SYF는 'Our competitors'로 언급되며, GOOGL이 협력하여 금융 상품을 제공하는 대상 중 하나입니다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
GOOGL↔TTD,COMPETES_WITH,"SEC 10-K: We compete with other demand-side platform providers, some of which are smaller, privately held comp",수요측 플랫폼,True,,pending,pending,False,True,0.95,True,pending,pending,False,False,False,수요측 플랫폼,"회사는 수요 측 플랫폼 제공업체들과 경쟁하며, 이들 중 일부는 소규모 비상장 기업이거나 구글, 아마존과 같은 대기업의 사업부이다. 회사는 주로 플랫폼의 성능, 기능, 투명성 및 구매 측 초점을 기반으로 경쟁한다고 믿는다.",target_absent|truncated,"We compete with other demand-side platform providers, some of which are smaller, privately held companies and others are divisions of large, well-established companies such as Google and Amazon. We believe that we compete primarily based on the performance, capabilities and transparency of our platform as well as our focus on the buy side.",TTD 10-K FY2025 · Item 1 사업,TTD는 수요 측 플랫폼 제공업체로서 GOOGL과 경쟁한다고 언급된다. GOOGL은 TTD의 경쟁사 중 하나인 대기업 구글로 언급된다.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
GPC↔GWW,COMPETES_WITH,"SEC 10-K: In industrial distribution, our main competitor is Applied Industrial Technologies, Inc., but we als",,False,COMPETES_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"산업 유통 분야에서 GPC의 주요 경쟁사는 Applied Industrial Technologies, Inc.이며, Fastenal Company 및 W.W. Grainger, Inc. 등과도 경쟁한다. GPC의 경쟁 우위는 광범위한 제품 가용성, 고품질 서비스, 강력한 브랜드 인지도 및 경쟁력 있는 가격을 기반으로 한다.",list|target_absent|truncated,"In industrial distribution, our main competitor is Applied Industrial Technologies, Inc., but we also compete against Fastenal Company, and W.W. Grainger, Inc, among many other smaller, regional competitors. 
Our competitive advantages are based on broad product availability, quality service, strong brand recognition, and competitive pricing.",GPC 10-K FY2025 · Item 1 사업,"GPC는 산업 유통 분야에서 GWW와 경쟁한다고 언급된다. GWW는 GPC의 경쟁사 중 하나인 W.W. Grainger, Inc.로 언급된다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
GPC↔LKQ,COMPETES_WITH,"SEC 10-K: Key competitors in North America include AutoZone, Inc., O'Reilly Auto Parts, Inc., Advance Auto Par",자동차 부품 유통,False,COMPETES_WITH,pending,pending,False,True,0.2,True,noise_self_contradiction,pending,True,True,False,자동차·부품·산업재,"GPC의 북미 지역 주요 경쟁사는 AutoZone, Inc., O'Reilly Auto Parts, Inc., Advance Auto Parts, Inc. 및 LKQ Corporation 등이다. 국제적으로는 유럽에 강력한 입지를 가진 LKQ Corporation과 호주 및 뉴질랜드의 Bapcor 등이 경쟁사로 포함된다.",list|target_absent|truncated,"Key competitors in North America include AutoZone, Inc., O'Reilly Auto Parts, Inc., Advance Auto Parts, Inc., and LKQ Corporation, among others. Internationally, competitors include LKQ Corporation, which has a strong presence in Europe, and Bapcor in Australasia, among many others.",GPC 10-K FY2025 · Item 1 사업,GPC는 북미 및 국제 시장에서 LKQ Corporation과 경쟁한다고 언급된다. LKQ는 GPC의 북미 및 국제 경쟁사 중 하나인 LKQ Corporation으로 언급된다.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
GPN↔TPR,COMPETES_WITH,"SEC 10-K: In the United States, we compete with a large number of providers, including but not limited to Fise",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"미국에서 GPN은 Fiserv, Chase Paymentech Solutions, LLC, Elavon, Inc., Bank of America Merchant Services, Wells Fargo Merchant Services, Toast, Inc., Stripe, Shopify Inc., Block Inc.를 포함한 다수의 제공업체와 경쟁한다.",target_absent|truncated,"In the United States, we compete with a large number of providers, including but not limited to Fiserv, Inc. (""Fiserv""), Chase Paymentech Solutions, LLC, Elavon, Inc., a subsidiary of U.S. Bancorp, Bank of America Merchant Services, Wells Fargo Merchant Services, Toast, Inc., Stripe, Inc. (""Stripe""), Shopify Inc. and Block Inc.",GPN 10-K FY2025 · Item 1 사업,GPN은 미국에서 다양한 제공업체와 경쟁한다고 언급된다. TPR 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
GPN↔XYZ,COMPETES_WITH,"SEC 10-K: In the United States, we compete with a large number of providers, including but not limited to Fise",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"미국에서 GPN은 Fiserv, Chase Paymentech Solutions, LLC, Elavon, Inc., Bank of America Merchant Services, Wells Fargo Merchant Services, Toast, Inc., Stripe, Shopify Inc., Block Inc.를 포함한 다수의 제공업체와 경쟁한다.",target_absent|truncated,"In the United States, we compete with a large number of providers, including but not limited to Fiserv, Inc. (""Fiserv""), Chase Paymentech Solutions, LLC, Elavon, Inc., a subsidiary of U.S. Bancorp, Bank of America Merchant Services, Wells Fargo Merchant Services, Toast, Inc., Stripe, Inc. (""Stripe""), Shopify Inc. and Block Inc.",GPN 10-K FY2025 · Item 1 사업,GPN은 미국에서 다양한 제공업체와 경쟁한다고 언급된다. XYZ 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
HON↔JCI,COMPETES_WITH,"SEC 10-K: Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating",,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,,"JCI의 대형 경쟁사로는 Honeywell International, Inc., Siemens Smart Infrastructure, Schneider Electric SA, Carrier Global Corporation, Trane Technologies plc, Vertiv Holdings Co., API Group 및 Daikin Industries, Ltd. 등이 있다. JCI는 또한 고도로 세분화된 빌딩 서비스 시장에서 경쟁한다.",list|truncated,"Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating group of Siemens AG; Schneider Electric SA; Carrier Global Corporation; Trane Technologies plc; Vertiv Holdings Co., API Group and Daikin Industries, Ltd. In addition, the Company competes in a highly fragmented building services market.",JCI 10-K FY2025 · Item 1 사업,"JCI는 HON을 포함한 대형 경쟁사들과 경쟁한다고 언급된다. HON은 JCI의 대형 경쟁사 중 하나인 Honeywell International, Inc.로 언급된다.",
HPE↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"Oracle의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제품은 어도비 시스템즈, 알파벳, 아마존닷컴, 시스코 시스템즈, 인텔, IBM, 마이크로소프트, 세일즈포스, SAP SE, 그리고 휴렛팩커드 엔터프라이즈 및 워크데이와 같은 기업의 특정 제품들과 직접적으로 경쟁한다.",target_absent|truncated,"Our enterprise cloud, license and hardware offerings compete directly with certain offerings from some of the largest and most competitive companies in the world, including Adobe Systems Incorporated, Alphabet Inc., Amazon.com, Inc., Cisco Systems, Inc., Intel Corporation, International Business Machines Corporation, Microsoft Corporation, Salesforce, Inc. and SAP SE, as well as other companies like Hewlett-Packard Enterprise and Workday, Inc.",ORCL 10-K FY2025 · Item 7 MD&A,HPE는 ORCL의 경쟁사 중 하나인 Hewlett-Packard Enterprise로 언급된다. ORCL은 자사의 제품이 Hewlett-Packard Enterprise를 포함한 여러 회사와 경쟁한다고 언급한다.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
HPQ↔MSFT,COMPETES_WITH,"SEC 10-K: Our primary competitors are Acer Inc., Apple Inc., ASUSTeK Computer Inc., Dell Inc., Huawei Technolo",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"HPQ의 주요 경쟁사는 Acer Inc., Apple Inc., ASUSTeK Computer Inc., Dell Inc., Huawei Technologies Co., Ltd., Lenovo Group Limited, Logitech International S.A., Microsoft Corporation, Samsung Electronics Co., Ltd., 및 Toshiba Corporation이다. 특정 지역에서는 현지 기업 및 일반 브랜드 또는 “화이트 박스” 제조업체와도 경쟁한다.",list|target_absent|truncated,"Our primary competitors are Acer Inc., Apple Inc., ASUSTeK Computer Inc., Dell Inc., Huawei Technologies Co., Ltd., Lenovo Group Limited, Logitech International S.A., Microsoft Corporation, Samsung Electronics Co., Ltd., and Toshiba Corporation. In certain geographies, we also experience competition from local companies and from generically-branded or “white box” manufacturers.",HPQ 10-K FY2025 · Item 1 사업,HPQ는 MSFT를 포함한 주요 경쟁사들과 경쟁한다고 언급된다. MSFT는 HPQ의 주요 경쟁사 중 하나인 Microsoft Corporation으로 언급된다.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
IBM↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"Oracle의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제품은 어도비 시스템즈, 알파벳, 아마존닷컴, 시스코 시스템즈, 인텔, IBM, 마이크로소프트, 세일즈포스, SAP SE, 그리고 휴렛팩커드 엔터프라이즈 및 워크데이와 같은 기업의 특정 제품들과 직접적으로 경쟁한다.",target_absent|truncated,"Our enterprise cloud, license and hardware offerings compete directly with certain offerings from some of the largest and most competitive companies in the world, including Adobe Systems Incorporated, Alphabet Inc., Amazon.com, Inc., Cisco Systems, Inc., Intel Corporation, International Business Machines Corporation, Microsoft Corporation, Salesforce, Inc. and SAP SE, as well as other companies like Hewlett-Packard Enterprise and Workday, Inc.",ORCL 10-K FY2025 · Item 7 MD&A,IBM은 ORCL의 경쟁사 중 하나인 International Business Machines Corporation으로 언급된다. ORCL은 자사의 제품이 International Business Machines Corporation을 포함한 여러 회사와 경쟁한다고 언급한다.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
IEX↔IR,COMPETES_WITH,"SEC 10-K: Our primary competitors include Dover, Graco, IDEX Corporation, KNF Neuberger, Netzsch, NOV, Sartori",,True,,pending,pending,False,True,1.0,True,pending,pending,False,True,False,,"문장의 주체('우리')의 주요 경쟁사로는 Dover, Graco, IDEX Corporation, KNF Neuberger, Netzsch, NOV, Sartorius, SPX Flow, Thermo Fisher Scientific, Watson-Marlow 및 기타 지역/현지 제조업체들이 있다. 문장의 주체('우리')는 뛰어난 고객 서비스를 미래 성공의 주요 기둥으로 간주하며, 이는 핵심 애플리케이션 전문성, 업계 선도적인 압축기, 펌프, 진공 및 송풍기 제품 범위, 글로벌 제조 및 판매망, 그리고 품질과 신뢰성에 대한 오랜 명성을 기반으로 한다.",list|target_absent|truncated,"Our primary competitors include Dover, Graco, IDEX Corporation, KNF Neuberger, Netzsch, NOV, Sartorius, SPX Flow, Thermo Fisher Scientific, and Watson-Marlow, as well as other regional and local manufacturers.
Customers and Customer Service
We consider superior customer service to be one of our primary pillars of future success and view it as being built upon a foundation of critical application expertise, an industry leading range of compressor, pump, vacuum and blower products, a global manufacturing and sales presence and a long-standing reputation for quality and reliability. Intense customer focus is at the center of our vision of becoming the industry’s first choice for innovative and application-critical flow creation equipment, services and solutions.",IR 10-K FY2025 · Item 1 사업,IEX는 문장의 주체('우리')의 주요 경쟁사 중 하나인 IDEX Corporation으로 언급된다. IR 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
INCY↔ORCL,COMPETES_WITH,"SEC 10-K: For example, following our acquisition of Cerner Corporation, we also face competition from large he",,False,,pending,pending,True,True,0.0,True,pending,pending,False,False,False,,"이 문장은 Cerner Corporation 인수 후 회사가 직면한 경쟁 상황을 설명하며, 대형 헬스케어 IT 공급업체들과의 경쟁과 전략적 조치들이 더 큰 경쟁을 유발할 수 있음을 언급한다. 또한, 현재 및 미래 경쟁 시장에서의 주요 경쟁 요인들을 나열한다.",m&a|truncated,"For example, following our acquisition of Cerner Corporation, we also face competition from large healthcare IT providers such as Allscripts Healthcare Solutions, Inc., Arcadia Solutions, athenahealth, Inc., Epic Systems Corporation and InterSystems Corporation, among others. Moreover, we or our competitors may take certain strategic actions—including acquisitions, partnerships and joint ventures or repositioning of product lines—which invite even greater competition in one or more product offering categories.
 

11

Table of Contents

 
 

Key competitive factors in each of the segments in which we currently compete and may compete in the future include: total cost of ownership, performance, scalability, reliability, security, functionality, efficiency, ease of use, speed to production and quality of technical support.",ORCL 10-K FY2026 · Item 7 MD&A,INCY 미등장. ORCL 미등장.,
INTC↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"이 문장은 회사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제품이 Adobe, Alphabet, Amazon, Cisco, Intel, IBM, Microsoft, Salesforce, SAP, Hewlett-Packard Enterprise, Workday 등 전 세계의 주요 경쟁사들과 직접적으로 경쟁하고 있음을 설명한다.",target_absent|truncated,"Our enterprise cloud, license and hardware offerings compete directly with certain offerings from some of the largest and most competitive companies in the world, including Adobe Systems Incorporated, Alphabet Inc., Amazon.com, Inc., Cisco Systems, Inc., Intel Corporation, International Business Machines Corporation, Microsoft Corporation, Salesforce, Inc. and SAP SE, as well as other companies like Hewlett-Packard Enterprise and Workday, Inc.",ORCL 10-K FY2025 · Item 7 MD&A,"INTC는 회사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제품과 경쟁하는 회사 중 하나로 언급된다. ORCL은 해당 제품을 제공하며 경쟁에 직면한 '우리' (Our) 회사이다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
IR↔TMO,COMPETES_WITH,"SEC 10-K: Our primary competitors include Dover, Graco, IDEX Corporation, KNF Neuberger, Netzsch, NOV, Sartori",,False,COMPETES_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"이 문장은 회사의 주요 경쟁사로 Dover, Graco, IDEX, KNF Neuberger, Netzsch, NOV, Sartorius, SPX Flow, Thermo Fisher Scientific, Watson-Marlow 등을 명시하며, 지역 및 현지 제조업체들도 경쟁사에 포함됨을 밝힌다. 또한 회사는 우수한 고객 서비스를 미래 성공의 핵심 기둥으로 간주하고 있다고 설명한다.",list|target_absent|truncated,"Our primary competitors include Dover, Graco, IDEX Corporation, KNF Neuberger, Netzsch, NOV, Sartorius, SPX Flow, Thermo Fisher Scientific, and Watson-Marlow, as well as other regional and local manufacturers.
Customers and Customer Service
We consider superior customer service to be one of our primary pillars of future success and view it as being built upon a foundation of critical application expertise, an industry leading range of compressor, pump, vacuum and blower products, a global manufacturing and sales presence and a long-standing reputation for quality and reliability. Intense customer focus is at the center of our vision of becoming the industry’s first choice for innovative and application-critical flow creation equipment, services and solutions.",IR 10-K FY2025 · Item 1 사업,"IR은 '우리' (Our) 회사로 언급되며, Thermo Fisher Scientific을 포함한 주요 경쟁사들을 열거한다. TMO는 IR의 주요 경쟁사 중 하나로 언급된다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
ISRG↔JNJ,COMPETES_WITH,"SEC 10-K: Companies that have introduced products in the field of robotic-assisted medical procedures, or have",수술용 로봇,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,수술용 로봇,"이 문장은 로봇 보조 의료 시술 분야에 제품을 출시했거나 진출 노력을 표명한 회사들의 목록을 제시하며, 여기에는 Johnson & Johnson 등 다수의 기업이 포함되어 있다고 밝힌다.",target_absent|truncated,"Companies that have introduced products in the field of robotic-assisted medical procedures, or have made explicit statements about their efforts to enter the field, include, but are not limited to, the following: Beijing Surgerii Robotics Company Limited; CMR Surgical Ltd.; Distalmotion SA; Harbin Sizhe Rui Intelligent Medical Equipment Co., Ltd.; Johnson & Johnson; Karl Storz SE & Co. KG; Medicaroid Corporation; Medtronic plc; meerecompany Inc.; Noah Medical Corporation; Shandong Weigao Group Medical Polymer Company Ltd.; Shanghai Microport Medbot (Group) Co., Ltd.; Shenzhen Edge Medical Co., Ltd.; and SS Innovations International, Inc.",ISRG 10-K FY2025 · Item 1 사업,ISRG 미등장. JNJ는 로봇 보조 의료 시술 분야에 제품을 출시했거나 진출 노력을 표명한 회사 중 하나로 언급된다.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
ISRG↔MDT,COMPETES_WITH,"SEC 10-K: Companies that have introduced products in the field of robotic-assisted medical procedures, or have",로봇 보조 수술,True,,pending,pending,False,True,0.7,True,pending,pending,False,False,False,로봇 보조 수술,"이 문장은 로봇 보조 의료 시술 분야에 제품을 출시했거나 진출 노력을 표명한 회사들의 목록을 제시하며, 여기에는 Medtronic plc 등 다수의 기업이 포함되어 있다고 밝힌다.",target_absent|truncated,"Companies that have introduced products in the field of robotic-assisted medical procedures, or have made explicit statements about their efforts to enter the field, include, but are not limited to, the following: Beijing Surgerii Robotics Company Limited; CMR Surgical Ltd.; Distalmotion SA; Harbin Sizhe Rui Intelligent Medical Equipment Co., Ltd.; Johnson & Johnson; Karl Storz SE & Co. KG; Medicaroid Corporation; Medtronic plc; meerecompany Inc.; Noah Medical Corporation; Shandong Weigao Group Medical Polymer Company Ltd.; Shanghai Microport Medbot (Group) Co., Ltd.; Shenzhen Edge Medical Co., Ltd.; and SS Innovations International, Inc.",ISRG 10-K FY2025 · Item 1 사업,ISRG 미등장. MDT는 로봇 보조 의료 시술 분야에 제품을 출시했거나 진출 노력을 표명한 회사 중 하나로 언급된다.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
