symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok,gate_class_v2,review_status_v2,self_contradiction,is_enumeration,symbol_boundary_ok,normalized_tag
CI↔HCA,DEPENDS_ON,"SEC 10-K: For example, Change Healthcare, a health technology company owned by UnitedHealth Group and a servic",,False,DEPENDS_ON,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,True,False,
CME↔NDAQ,DEPENDS_ON,SEC 10-K: We also have exclusive license agreements for certain Nasdaq indices through 2039 and for certain Ru,금융 지수,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,금융·결제·거래소
CPAY↔V,DEPENDS_ON,"SEC 10-K: Third-party networks are operated by independent parties, such as MasterCard and VISA, and tend to b",결제 네트워크,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,금융·결제·거래소
CSGP↔GOOGL,DEPENDS_ON,"SEC 10-K: For example, starting on July 1, 2024, Universal Analytics (UA), Google’s legacy analytics platform ",웹 분석 플랫폼,False,,pending,pending,True,True,0.0,True,pending,pending,False,True,False,웹 분석 플랫폼
DLR↔DLR,DEPENDS_ON,"SEC 10-K: As the sole general partner of our Operating Partnership, our Parent has the full, exclusive and com",,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,
EBAY↔GOOGL,DEPENDS_ON,"SEC 10-K: In addition, we rely on Google search to direct a significant amount of traffic to our platforms.",온라인 검색,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,미디어·스트리밍·검색
EXR↔EXR,DEPENDS_ON,"SEC 10-K: The Company was formed to continue the business of Extra Space Storage LLC and its subsidiaries, whi",셀프 스토리지,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,셀프 스토리지
FICO↔EFX,DEPENDS_ON,"SEC 10-K: Our Scores segment relies on, among others, Experian, TransUnion and Equifax.",신용정보 서비스,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,신용정보 서비스
FTNT↔AMD,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",CPU,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,반도체·메모리
FTNT↔AVGO,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",중앙처리장치(CPU),True,,pending,pending,False,True,0.7,True,pending,pending,False,False,False,반도체·메모리
FTNT↔DIS,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
FTNT↔INTC,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",CPU,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,반도체·메모리
FTNT↔MU,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
FTNT↔QCOM,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",중앙처리장치,True,,pending,pending,False,True,0.6,True,pending,pending,False,False,False,중앙처리장치
GDDY↔META,DEPENDS_ON,SEC 10-K: Our customers and their businesses rely heavily on tools and solutions that help them manage and gro,,False,COMPETES_WITH,pending,pending,False,True,0.1,True,pending,pending,False,False,False,
GDDY↔MSFT,DEPENDS_ON,"SEC 10-K: We rely on certain relationships with partners to offer and support key products and services, some ",,True,,pending,pending,False,True,0.3,True,pending,pending,False,False,False,
GPN↔USB,DEPENDS_ON,"SEC 10-K: Elavon, Inc., a subsidiary of U.S. Bancorp",금융 서비스,False,COMPETES_WITH,pending,pending,True,True,0.3,True,pending,pending,False,True,False,금융·결제·거래소
GS↔GS,DEPENDS_ON,SEC 10-K: Goldman Sachs Asset Management BV is subject to similar requirements as a management company license,자산 관리,False,,pending,pending,True,True,0.7,True,pending,pending,False,False,False,자산 관리
HWM↔AEE,DEPENDS_ON,SEC 10-K: Arconic Architectural Products SAS (“AAP SAS”) (now a subsidiary of Arconic Corporation) supplied Re,건축 제품,False,SUPPLIES_TO,pending,pending,True,True,0.0,True,pending,pending,False,False,False,건축 제품
NVR↔NVR,DEPENDS_ON,"SEC 10-K: Because NVRM originates mortgage loans exclusively for our homebuilding customers, NVRM is dependent",모기지 대출,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,모기지 대출
NWSA↔AMZN,DEPENDS_ON,"SEC 10-K: For example, the Company relies on Amazon Web Services to supply cloud-based services used in many o",클라우드 서비스,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,클라우드·엔터프라이즈SW
NWSA↔GOOGL,DEPENDS_ON,SEC 10-K: and Google to provide workspace and other enterprise services.,기업용 솔루션,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,기타
ORCL↔CVX,DEPENDS_ON,"SEC 10-K: For example, following our acquisition of Cerner Corporation, we also face competition from large he",,False,COMPETES_WITH,pending,pending,True,False,0.0,True,pending,pending,False,False,False,
PCAR↔CMI,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",엔진,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,True,False,자동차·부품·산업재
PCAR↔ETN,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",트럭 부품 공급,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,True,False,자동차·부품·산업재
PCAR↔LII,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,
PSA↔GOOGL,DEPENDS_ON,"SEC 10-K: Marketing initiatives, including our increasing dependence on Google to source customers, may fail t",디지털 마케팅,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,디지털 마케팅
SMCI↔ALGN,DEPENDS_ON,SEC 10-K: Ablecom also coordinates the manufacturing of chassis for us.,,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
SNDK↔WDC,DEPENDS_ON,"SEC 10-K: Prior to February 21, 2025, we were wholly owned by WDC.",,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,True,
SYF↔FISV,DEPENDS_ON,"SEC 10-K: For example, our principal technology and related services (including credit card transaction proces",신용카드 거래 처리,False,SUPPLIES_TO,pending,pending,False,True,0.1,True,pending,pending,False,False,False,금융·결제·거래소
TTWO↔MSFT,DEPENDS_ON,"SEC 10-K: Accordingly, console manufacturers like Sony or Microsoft could cause unanticipated delays in the re",게임 콘솔,True,,auto_candidate,pending,True,True,0.8,True,auto_candidate,pending,False,False,False,게임 콘솔
VTRS↔PFE,DEPENDS_ON,SEC 10-K: certain reimbursements related to the Company’s obligation to reimburse Pfizer for certain financing,재무 상환 의무,True,,auto_candidate,pending,True,True,0.8,True,auto_candidate,pending,False,False,False,기타
WAT↔CI,DEPENDS_ON,SEC 10-K: including tariffs and export restrictions on certain manufacturing components imposed by China,,False,DEPENDS_ON,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
WDC↔SNDK,DEPENDS_ON,"SEC 10-K: On February 21, 2025 (the “Separation Date”), we completed the separation of our HDD and Flash busin",하드 디스크 드라이브,False,SUPPLIES_TO,pending,pending,False,True,0.7,True,pending,pending,False,True,False,하드 디스크 드라이브
ABBV↔ABT,PARTNER_WITH,"SEC 10-K: On January 1, 2013, AbbVie became an independent, publicly-traded company as a result of the distrib",,False,COMPETES_WITH,pending,pending,False,True,0.7,True,pending,pending,False,False,False,
AKAM↔APTV,PARTNER_WITH,SEC 10-K: We market and sell our solutions globally through our field sales and services organization and thro,,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
AKAM↔MSFT,PARTNER_WITH,SEC 10-K: We market and sell our solutions globally through our field sales and services organization and thro,,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
ANET↔AVGO,PARTNER_WITH,"SEC 10-K: Our product development efforts also depend upon continued collaboration with our key suppliers, suc",,False,DEPENDS_ON,pending,pending,False,True,0.3,True,pending,pending,False,False,False,
AXP↔AMZN,PARTNER_WITH,"SEC 10-K: For example, our two largest redemption partners are Amazon and Delta.",리워드 프로그램,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,기타
BKR↔NXT,PARTNER_WITH,"SEC 10-K: Over the past several years, we have made progress in strategic investments and acquisitions in emer",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
BKR↔VLO,PARTNER_WITH,"SEC 10-K: Over the past several years, we have made progress in strategic investments and acquisitions in emer",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
BLK↔HPQ,PARTNER_WITH,"SEC 10-K: BlackRock recorded approximately $3.0 billion of indefinite-lived management contracts, $2.7 billion",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
CAH↔IONQ,PARTNER_WITH,SEC 10-K: The performance of our MSO platforms positively impacted the year-over-year comparison of Pharma seg,,False,COMPETES_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
CB↔BLK,PARTNER_WITH,"SEC 10-K: In addition, Chubb has an arrangement with BlackRock, Inc. under which both Chubb and BlackRock, Inc",,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,True,False,
CRWD↔AMZN,PARTNER_WITH,"SEC 10-K: To further meet the compliance demands of the government, customers can elect to deploy the Falcon p",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
DAL↔AXP,PARTNER_WITH,"SEC 10-K: This is primarily composed of revenues related to lounge access, including access provided to certai",공항 라운지 서비스,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,공항 라운지 서비스
DLR↔DLR,PARTNER_WITH,"SEC 10-K: Digital Realty Trust, Inc. (the Parent), through its controlling interest in Digital Realty Trust, L",,False,DEPENDS_ON,pending,pending,True,True,0.9,True,pending,pending,False,True,False,
EA↔MSFT,PARTNER_WITH,"SEC 10-K: Addendum to Xbox Console Publisher License Agreement, effective as of July 1, 2024, between Microsof",비디오 게임,True,,pending,pending,False,True,0.9,True,pending,pending,False,True,False,비디오 게임
EQT↔XEL,PARTNER_WITH,"SEC 10-K: Prior to that he served as Senior Director, Technical Accounting and Financial Reporting at Rice Ene",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
EXR↔EXR,PARTNER_WITH,"SEC 10-K: The Company’s interest in its stores is held through its operating partnership, Extra Space Storage ",스토리지 운영,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,기타
FTNT↔AMZN,PARTNER_WITH,"SEC 10-K: Depending on the solution or form factor purchased, customers may also access our products via the c",,False,PARTNER_WITH,pending,pending,False,True,0.1,True,noise_self_contradiction,pending,True,False,False,
GDDY↔AMZN,PARTNER_WITH,"SEC 10-K: We also work to make certain of our products interoperable with services such as Yelp, Google, Amazo",서비스 연동,True,,pending,pending,False,True,0.9,True,pending,pending,False,True,False,기타
GDDY↔GOOGL,PARTNER_WITH,"SEC 10-K: We also work to make certain of our products interoperable with services such as Yelp, Google, Amazo",웹 서비스 연동,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,True,False,기타
GDDY↔META,PARTNER_WITH,"SEC 10-K: We also work to make certain of our products interoperable with services such as Yelp, Google, Amazo",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,
GDDY↔XYZ,PARTNER_WITH,"SEC 10-K: we provide various payment options for customers, including through our partnerships and technical i",결제 서비스,True,,pending,pending,False,True,0.3,True,pending,pending,False,False,False,금융·결제·거래소
HCA↔HCA,PARTNER_WITH,"SEC 10-K: The terms “HCA,” “Company,” “we,” “our,” or “us,” as used herein, refer to HCA Healthcare, Inc. and ",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,True,True,
INCY↔REGN,PARTNER_WITH,"SEC 10-K: in 2022 and 2023, we decided to terminate our collaborations with Calithera Biosciences, Inc. and Sy",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,
KDP↔KO,PARTNER_WITH,"SEC 10-K: These bottlers may be affiliated with Coca-Cola or with PepsiCo, or they may be independent.",,False,COMPETES_WITH,pending,pending,True,True,0.0,True,pending,pending,False,False,False,
KDP↔PEP,PARTNER_WITH,"SEC 10-K: These bottlers may be affiliated with Coca-Cola or with PepsiCo, or they may be independent.",,False,COMPETES_WITH,pending,pending,True,True,0.0,True,pending,pending,False,False,False,
KDP↔SBUX,PARTNER_WITH,"SEC 10-K: Our partner brands include Starbucks, Dunkin', Folgers, and Peet's, among others.",커피 제품,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,커피 제품
LEN↔INVH,PARTNER_WITH,"SEC 10-K: In April 2024, Upward America entered into a joint venture agreement and property management agreeme",단독 주택 임대,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,단독 주택 임대
MCK↔APO,PARTNER_WITH,"SEC 10-K: on April 20, 2026, we announced a definitive agreement under which funds managed by affiliates of Ap",,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,
MCK↔WMT,PARTNER_WITH,SEC 10-K: We also source generic pharmaceutical drugs through our ClarusONE Sourcing Services LLP joint ventur,제네릭 의약품,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,헬스케어·의료기기·제약
MMM↔SOLV,PARTNER_WITH,"SEC 10-K: On April 1, 2024, the Company completed the planned spin-off of its Health Care business as an indep",헬스케어 사업,False,DEPENDS_ON,pending,pending,False,True,0.9,True,pending,pending,False,False,False,헬스케어·의료기기·제약
MNST↔PEP,PARTNER_WITH,"SEC 10-K: For example, PepsiCo entered into a long-term strategic distribution arrangement with Celsius Holdin",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,False,False,
MSCI↔BLK,PARTNER_WITH,"SEC 10-K: Certain of our clients are also significant shareholders, competitors or distributors of our content",,True,,pending,pending,False,False,0.5,True,pending,pending,False,False,False,
MTB↔MTB,PARTNER_WITH,"SEC 10-K: At December 31, 2025, M&T had two wholly-owned bank subsidiaries: M&T Bank and Wilmington Trust, N.A",은행 서비스,False,DEPENDS_ON,pending,pending,True,True,1.0,True,pending,pending,False,False,False,금융·결제·거래소
ORCL↔CVX,PARTNER_WITH,"SEC 10-K: For example, following our acquisition of Cerner Corporation, we also face competition from large he",,False,,pending,pending,True,False,0.0,True,pending,pending,False,False,False,
PANW↔IBM,PARTNER_WITH,"SEC 10-K: In June 2025, we amended the terms of our contingent consideration arrangement with International Bu",,False,SUPPLIES_TO,pending,pending,True,True,0.7,True,pending,pending,False,False,False,
PEP↔SBUX,PARTNER_WITH,"SEC 10-K: PBNA also, either independently or in conjunction with third parties, makes, markets, distributes an",음료 유통,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,음료 유통
ROP↔HPQ,PARTNER_WITH,"SEC 10-K: —ConstructConnect, DAT, Foundry, iPipeline, iTradeNetwork, MHA, SHP, SoftWriters, and Subsplash;",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,
SATS↔SATS,PARTNER_WITH,"SEC 10-K: governing the purchase, sale and other disposition by directors, officers and employees of securitie",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
SMCI↔ALGN,PARTNER_WITH,"SEC 10-K: We also collaborate on design and development activities with Ablecom and Compuware, where we substa",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
TECH↔TMO,PARTNER_WITH,"SEC 10-K: We sell our products directly to customers who are primarily located in North America, Europe and Ch",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
TGT↔AAPL,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",소비자 전자제품 유통,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,소매·소비재
TGT↔SBUX,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
TGT↔ULTA,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
TPL↔ACN,PARTNER_WITH,"SEC 10-K: From 2004 to 2013, Ms. Duganier was a Managing Director at Accenture, a multinational professional s",,False,,pending,pending,True,True,0.0,True,pending,pending,False,False,False,
TPL↔CNP,PARTNER_WITH,"SEC 10-K: Ms. Duganier currently serves on the board of directors of CenterPoint Energy (NYSE: CNP), an electr",,False,PARTNER_WITH,pending,pending,True,True,0.5,True,noise_self_contradiction,pending,True,False,True,
TPL↔SPGI,PARTNER_WITH,"SEC 10-K: and of MRC Global Inc. (NYSE: MRC) (2015-2024), an industrial distributor of pipes, valves and other",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,False,False,
WAB↔NSC,PARTNER_WITH,"SEC 10-K: In both 2025 and 2024, Canadian National Railway Company, Norfolk Southern and Union Pacific Railroa",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,True,False,
WDAY↔ADP,PARTNER_WITH,"SEC 10-K: Our global partnerships with payroll providers, including Automatic Data Processing, Inc. (“ADP”), R",급여 서비스,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,True,기타
WDAY↔AMZN,PARTNER_WITH,"SEC 10-K: Strategic partnerships with public cloud providers, including Amazon Web Services, Inc. (“AWS”) and ",클라우드 서비스,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,클라우드·엔터프라이즈SW
WDAY↔GOOGL,PARTNER_WITH,"SEC 10-K: Strategic partnerships with public cloud providers, including Amazon Web Services, Inc. (“AWS”) and ",클라우드 컴퓨팅,True,,pending,pending,False,True,0.7,True,pending,pending,False,True,False,클라우드·엔터프라이즈SW
WDAY↔MSFT,PARTNER_WITH,"SEC 10-K: For example, our partnership with Microsoft Corporation (“Microsoft”), announced in fiscal 2026, wil",,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,False,False,
WDAY↔MU,PARTNER_WITH,"SEC 10-K: Our global partnerships with payroll providers, including Automatic Data Processing, Inc. (“ADP”), R",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,
WST↔ROP,PARTNER_WITH,"SEC 10-K: He has also served as an Independent Director at OraSure Technologies, Inc. since 2023.",,False,SUPPLIES_TO,pending,pending,True,True,0.0,True,pending,pending,False,False,False,
XYZ↔V,PARTNER_WITH,SEC 10-K: Cash App Card offers customers the ability to store funds in Cash App and subsequently use these fun,직불 카드,True,,pending,pending,False,True,0.3,True,pending,pending,False,False,False,금융·결제·거래소
A↔WST,SUPPLIES_TO,"SEC 10-K: Prior to joining West, he served as the Chief Financial Officer of Agilent Technologies Inc, a provi",,False,,pending,pending,True,True,0.0,True,pending,pending,False,False,False,
ALGN↔AVGO,SUPPLIES_TO,"SEC 10-K: We use third-party CMs for a significant majority of our assembly and test operations, including TSM",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
ALGN↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,,pending,pending,False,True,0.0,True,pending,pending,False,True,False,
ALGN↔IDXX,SUPPLIES_TO,SEC 10-K: We also sell our products to dental laboratories who use our products to manufacture or customize th,치과 기공,False,SUPPLIES_TO,pending,pending,True,True,0.1,True,noise_self_contradiction,pending,True,False,False,치과 기공
ALGN↔SMCI,SUPPLIES_TO,"SEC 10-K: We work with Ablecom, one of our key contract manufacturers and a related party, for our chassis and",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
AMZN↔ADSK,SUPPLIES_TO,"SEC 10-K: We rely on third parties, such as Amazon Web Services, to provide us with operational and technical ",클라우드 컴퓨팅,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW
AOS↔AMZN,SUPPLIES_TO,SEC 10-K: We sell our A. O. Smith branded water treatment products primarily through our water quality dealer ,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
CAH↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,
CAH↔BAX,SUPPLIES_TO,"SEC 10-K: In the United States, third parties, such as Cardinal Health, Inc. and Medline Inc., warehouse and s",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,
CAH↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",의약품 유통,True,,pending,pending,False,True,0.7,True,pending,pending,False,False,False,헬스케어·의료기기·제약
CAT↔FIX,SUPPLIES_TO,"SEC 10-K: The primary manufacturers of the major components in a commercial MEP system are: Trane, Carrier, Yo",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
CMI↔FIX,SUPPLIES_TO,"SEC 10-K: The primary manufacturers of the major components in a commercial MEP system are: Trane, Carrier, Yo",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
CMI↔PCAR,SUPPLIES_TO,SEC 10-K: Engines not manufactured by the Company are purchased from Cummins Inc. (Cummins).,엔진,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,자동차·부품·산업재
COP↔ATO,SUPPLIES_TO,"SEC 10-K: Major suppliers during fiscal 2025 were ARM Energy Management LLC, Cima Energy, LP, ConocoPhillips C",천연가스 공급,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,천연가스 공급
COR↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,pending,pending,False,True,False,
COR↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",,False,SUPPLIES_TO,pending,pending,False,True,0.1,True,noise_self_contradiction,pending,True,False,False,
CRWD↔HLT,SUPPLIES_TO,"SEC 10-K: For example, in July 2024 a software update by CrowdStrike Holdings, Inc., a cybersecurity technolog",,False,,pending,pending,True,True,0.0,True,pending,pending,False,True,False,
DD↔Q,SUPPLIES_TO,"SEC 10-K: On May 22, 2024, DuPont de Nemours, Inc. (""DuPont"" or ""Parent"") announced its plan to separate Qnity",,False,DEPENDS_ON,pending,pending,True,True,0.9,True,pending,pending,False,True,False,
DLTR↔CPB,SUPPLIES_TO,"SEC 10-K: Our products are generally resold to consumers through retail food chains, mass discounters, mass me",식품 유통,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,식품 유통
DTE↔GM,SUPPLIES_TO,"SEC 10-K: Energy Trading's customer base is predominantly utilities, local natural gas distribution companies,",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
ETN↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,True,False,
ETN↔PCAR,SUPPLIES_TO,SEC 10-K: The Company purchased a significant portion of its transmissions from Eaton Corporation Plc. (Eaton),변속기,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,변속기
FISV↔SYF,SUPPLIES_TO,SEC 10-K: We also face risks related to cyber-attacks and other security breaches in connection with credit ca,신용카드,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,금융·결제·거래소
FN↔NVDA,SUPPLIES_TO,SEC 10-K: We engage with independent subcontractors and contract manufacturers such as Hon Hai Precision Indus,,False,SUPPLIES_TO,pending,pending,False,True,0.1,True,noise_self_contradiction,pending,True,False,False,
FTNT↔EA,SUPPLIES_TO,"SEC 10-K: We work with many technology distributors, including Arrow Electronics, Inc., Exclusive, Ingram Micr",,False,,pending,pending,True,True,0.0,True,pending,pending,False,True,False,
GIS↔DRI,SUPPLIES_TO,"SEC 10-K: We were acquired by General Mills, Inc. in 1970 and became a separate publicly held company in 1995 ",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
GM↔APTV,SUPPLIES_TO,"SEC 10-K: For example, in 2025, General Motors (“GM”) restructured their operations in China given challenges ",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
HCA↔RVTY,SUPPLIES_TO,SEC 10-K: and held a number of global management operational positions with GE Healthcare.,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
HOLX↔WST,SUPPLIES_TO,"SEC 10-K: From 2014 to 2018, Mr. McMahon served as Chief Financial Officer at Hologic, Inc, a developer, manuf",,False,,pending,pending,False,True,0.0,True,pending,pending,False,True,False,
INVH↔LEN,SUPPLIES_TO,"SEC 10-K: In addition, Lennar engaged Invitation Homes to provide certain asset management services for the Up",자산 관리 서비스,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,False,False,자산 관리 서비스
JBL↔ANET,SUPPLIES_TO,"SEC 10-K: Our primary manufacturing partners are Jabil Inc., Sanmina Corporation and Foxconn Hon Hai.",전자제품 위탁생산,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,전자제품 위탁생산
JNJ↔WST,SUPPLIES_TO,"SEC 10-K: Prior to Hologic, Mr. McMahon spent 20 years with Johnson & Johnson, a biotechnology, medical techno",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
KDP↔PEP,SUPPLIES_TO,"SEC 10-K: Further, PBNA manufactures and distributes certain brands licensed from Keurig Dr Pepper Inc., inclu",음료 브랜드 라이선싱,False,PARTNER_WITH,pending,pending,True,True,1.0,True,pending,pending,False,False,False,음료 브랜드 라이선싱
LII↔PCAR,SUPPLIES_TO,SEC 10-K: The Company also purchased a significant portion of North America stampings used for cabs from Magna,,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
MCHP↔EA,SUPPLIES_TO,"SEC 10-K: With the exception of Arrow Electronics, our largest distributor, which accounted for 10% and 12% of",,False,SUPPLIES_TO,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,False,False,
MCK↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",의약품 도매 유통,True,,pending,pending,False,True,0.6,True,pending,pending,False,True,False,헬스케어·의료기기·제약
MCK↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",의약품 유통,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,헬스케어·의료기기·제약
MET↔BAX,SUPPLIES_TO,"SEC 10-K: In the United States, third parties, such as Cardinal Health, Inc. and Medline Inc., warehouse and s",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,True,False,
