symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok,gate_class_v2,review_status_v2,self_contradiction,is_enumeration,symbol_boundary_ok,normalized_tag,summary_ko,summary_flags
GOOG↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,0.6,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"회사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제품이 일부 기업의 특정 제품과 직접 경쟁한다고 서술한다.",target_absent|truncated
GOOGL↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, software and hardware offerings compete directly with certain offerings from s",클라우드 서비스,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"회사의 엔터프라이즈 클라우드, 소프트웨어 및 하드웨어 제품이 일부 기업의 특정 제품과 직접 경쟁한다고 서술한다.",target_absent|truncated
GOOGL↔SYF,COMPETES_WITH,"SEC 10-K: In addition, some larger technology focused companies, e.g., Apple and Google, and larger retailers ",,False,COMPETES_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,Apple 및 Google과 같은 일부 대형 기술 중심 기업과 대형 소매업체들을 언급한다.,target_absent|truncated
GOOGL↔TTD,COMPETES_WITH,"SEC 10-K: We compete with other demand-side platform providers, some of which are smaller, privately held comp",수요측 플랫폼,True,,pending,pending,False,True,0.95,True,pending,pending,False,False,False,수요측 플랫폼,"회사는 다른 수요측 플랫폼 제공업체들과 경쟁하며, 이들 중 일부는 소규모의 비상장 회사이다.",target_absent|truncated
GPC↔GWW,COMPETES_WITH,"SEC 10-K: In industrial distribution, our main competitor is Applied Industrial Technologies, Inc., but we als",,False,COMPETES_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"산업 유통 분야에서 회사의 주요 경쟁사는 Applied Industrial Technologies, Inc.이다.",list|target_absent|truncated
GPC↔LKQ,COMPETES_WITH,"SEC 10-K: Key competitors in North America include AutoZone, Inc., O'Reilly Auto Parts, Inc., Advance Auto Par",자동차 부품 유통,False,COMPETES_WITH,pending,pending,False,True,0.2,True,noise_self_contradiction,pending,True,True,False,자동차·부품·산업재,"북미 지역에서 회사의 주요 경쟁사로는 AutoZone, Inc., O'Reilly Auto Parts, Inc., Advance Auto Parts 등이 있다.",list|target_absent|truncated
GPN↔TPR,COMPETES_WITH,"SEC 10-K: In the United States, we compete with a large number of providers, including but not limited to Fise",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,미국에서 회사는 Fise 등을 포함한 다수의 공급업체와 경쟁한다.,target_absent|truncated
GPN↔XYZ,COMPETES_WITH,"SEC 10-K: In the United States, we compete with a large number of providers, including but not limited to Fise",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,미국에서 회사는 Fise 등을 포함한 다수의 공급업체와 경쟁한다.,target_absent|truncated
HON↔JCI,COMPETES_WITH,"SEC 10-K: Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating",,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,,"회사의 대형 경쟁사로는 Honeywell International, Inc.와 Siemens Smart Infrastructure 등이 있다.",list|truncated
HPE↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"회사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제품은 일부 회사의 특정 제품과 직접 경쟁한다.",target_absent|truncated
HPQ↔MSFT,COMPETES_WITH,"SEC 10-K: Our primary competitors are Acer Inc., Apple Inc., ASUSTeK Computer Inc., Dell Inc., Huawei Technolo",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"회사의 주요 경쟁사는 Acer Inc., Apple Inc., ASUSTeK Computer Inc., Dell Inc., Huawei Technologies 등이다.",list|target_absent|truncated
IBM↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"회사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제품은 일부 회사의 특정 제품과 직접 경쟁한다.",target_absent|truncated
IEX↔IR,COMPETES_WITH,"SEC 10-K: Our primary competitors include Dover, Graco, IDEX Corporation, KNF Neuberger, Netzsch, NOV, Sartori",,True,,pending,pending,False,True,1.0,True,pending,pending,False,True,False,,"회사의 주요 경쟁사로는 Dover, Graco, IDEX Corporation, KNF Neuberger, Netzsch, NOV, Sartori 등이 있다.",list|target_absent|truncated
INCY↔ORCL,COMPETES_WITH,"SEC 10-K: For example, following our acquisition of Cerner Corporation, we also face competition from large he",,False,,pending,pending,True,True,0.0,True,pending,pending,False,False,False,,회사는 Cerner Corporation 인수에 따라 대규모 경쟁에 직면한다고 서술한다.,m&a|truncated
INTC↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"회사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제품은 다른 기업의 특정 제품과 직접 경쟁한다고 서술한다.",target_absent|truncated
IR↔TMO,COMPETES_WITH,"SEC 10-K: Our primary competitors include Dover, Graco, IDEX Corporation, KNF Neuberger, Netzsch, NOV, Sartori",,False,COMPETES_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"회사의 주요 경쟁사로 Dover, Graco, IDEX Corporation, KNF Neuberger, Netzsch, NOV, Sartori 등을 언급한다.",list|target_absent|truncated
ISRG↔JNJ,COMPETES_WITH,"SEC 10-K: Companies that have introduced products in the field of robotic-assisted medical procedures, or have",수술용 로봇,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,수술용 로봇,로봇 보조 의료 시술 분야에 제품을 도입한 회사들을 언급한다.,target_absent|truncated
ISRG↔MDT,COMPETES_WITH,"SEC 10-K: Companies that have introduced products in the field of robotic-assisted medical procedures, or have",로봇 보조 수술,True,,pending,pending,False,True,0.7,True,pending,pending,False,False,False,로봇 보조 수술,로봇 보조 의료 시술 분야에 제품을 도입한 회사들을 언급한다.,target_absent|truncated
JCI↔TT,COMPETES_WITH,"SEC 10-K: Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating",,False,,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"주요 경쟁사로 Honeywell International, Inc.와 Siemens Smart Infrastructure를 언급한다.",list|target_absent|truncated
JCI↔VRT,COMPETES_WITH,"SEC 10-K: Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating",,False,COMPETES_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"주요 경쟁사로 Honeywell International, Inc.와 Siemens Smart Infrastructure를 언급한다.",list|target_absent|truncated
JPM↔SYF,COMPETES_WITH,"SEC 10-K: Our primary competitors for partners include major financial institutions, such as American Express,",금융 서비스,True,,pending,pending,True,True,0.3,True,pending,pending,False,False,False,금융·결제·거래소,파트너 확보를 위한 주요 경쟁사로 American Express와 같은 주요 금융 기관들을 언급한다.,truncated
KO↔PEP,COMPETES_WITH,"SEC 10-K: In many countries in which our products are sold, including the United States, The Coca-Cola Company",음료 시장,True,,pending,pending,False,True,0.9,True,pending,pending,False,True,False,음료 시장,회사의 제품이 판매되는 여러 국가 중 미국에서 The Coca-Cola Company가 활동한다고 언급한다.,list|target_absent|truncated
MA↔V,COMPETES_WITH,"SEC 10-K: We compete worldwide with payments networks such as Visa, American Express, JCB, China UnionPay and ",결제 네트워크,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,금융·결제·거래소,"회사는 Visa, American Express, JCB, China UnionPay와 같은 결제 네트워크와 전 세계적으로 경쟁한다고 서술한다.",list|truncated
MSCI↔NDAQ,COMPETES_WITH,SEC 10-K: Among our Index competitors are ... Nasdaq Inc,인덱스 서비스,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,False,False,금융·결제·거래소,회사는 Nasdaq Inc를 자사의 인덱스 경쟁사 중 하나로 언급한다.,truncated
MSCI↔SPGI,COMPETES_WITH,SEC 10-K: Among our Index competitors are S&P Dow Jones Indices LLC (a joint venture of S&P Global Inc. and CM,지수 서비스,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,지수 서비스,"회사는 S&P Dow Jones Indices LLC를 인덱스 경쟁사로 언급하며, 이는 S&P Global Inc.와 CM의 합작 투자 회사라고 설명한다.",m&a|truncated
MSFT↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"회사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제품이 특정 기업의 제품들과 직접 경쟁한다고 서술한다.",target_absent|truncated
MSFT↔WDAY,COMPETES_WITH,"SEC 10-K: These vendors include, without limitation, Anaplan, Inc.; ADP; Coupa Software Inc.; Dayforce, Inc.; ",,False,,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"회사가 언급하는 공급업체에는 Anaplan, Inc., ADP, Coupa Software Inc., Dayforce, Inc. 등이 포함된다.",list|target_absent|truncated
MTB↔SYF,COMPETES_WITH,"SEC 10-K: Our primary competitors for partners include major financial institutions, such as American Express,",금융 서비스,True,,pending,pending,True,True,0.3,True,pending,pending,False,False,False,금융·결제·거래소,회사는 파트너 경쟁사로 American Express와 같은 주요 금융 기관들을 언급한다.,truncated
MU↔SNDK,COMPETES_WITH,SEC 10-K: We face intense competition in the semiconductor memory and storage markets from a number of compani,반도체 메모리,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,반도체·메모리,회사는 반도체 메모리 및 스토리지 시장에서 다수의 회사들과 치열한 경쟁에 직면해 있다고 서술한다.,target_absent|truncated
NOW↔WDAY,COMPETES_WITH,"SEC 10-K: These vendors include, without limitation, Anaplan, Inc.; ADP; Coupa Software Inc.; Dayforce, Inc.; ",,False,,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"회사가 언급하는 공급업체에는 Anaplan, Inc., ADP, Coupa Software Inc., Dayforce, Inc. 등이 포함된다.",list|target_absent|truncated
ORCL↔WDAY,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,0.5,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"회사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 제품이 특정 기업의 제품들과 직접 경쟁한다고 서술한다.",target_absent|truncated
SATS↔TMUS,COMPETES_WITH,"SEC 10-K: In addition, our wireless communications services competitors include numerous smaller and regional ",무선 통신 서비스,True,,pending,pending,False,True,0.1,True,pending,pending,False,False,False,통신·네트워크,회사의 무선 통신 서비스 경쟁사에는 다수의 소규모 및 지역 기업들이 포함된다고 언급한다.,target_absent|truncated
SO↔SO,COMPETES_WITH,SEC 10-K: Southern Company Gas' natural gas distribution utilities do not compete with other distributors of n,천연가스 유통,False,COMPETES_WITH,pending,pending,True,True,0.9,True,noise_self_contradiction,pending,True,False,False,천연가스 유통,Southern Company Gas의 천연가스 유통 사업부가 다른 천연가스 유통업체들과 경쟁하지 않는다고 서술한다.,truncated
STZ↔TAP,COMPETES_WITH,"SEC 10-K: In the U.S. and Canada, we compete most directly with Anheuser-Busch InBev SA/NV (""ABI"") and Constel",맥주 시장,True,,pending,pending,False,True,0.95,True,pending,pending,False,False,False,맥주 시장,미국과 캐나다에서 이 회사는 Anheuser-Busch InBev SA/NV 및 Constel과 가장 직접적으로 경쟁한다.,target_absent|truncated
SYF↔WFC,COMPETES_WITH,"SEC 10-K: Our primary competitors for partners include major financial institutions, such as American Express,",금융 파트너십,True,,pending,pending,False,True,0.6,True,pending,pending,False,False,False,금융·결제·거래소,이 회사의 주요 파트너 경쟁사에는 American Express와 같은 주요 금융 기관이 포함된다.,target_absent|truncated
T↔TMUS,COMPETES_WITH,"SEC 10-K: In the market for broadband services, traditional cable providers, AT&T, Verizon, and other players ",광대역 서비스,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,광대역 서비스,"브로드밴드 서비스 시장에서 전통적인 케이블 제공업체, AT&T, Verizon 및 기타 업체들이 존재한다.",target_absent|truncated
TMUS↔VZ,COMPETES_WITH,"SEC 10-K: Our wireless communications services competitors include other carriers, such as AT&T Inc. (“AT&T”) ",무선 통신 서비스,True,,pending,pending,True,True,0.6,True,pending,pending,False,False,False,통신·네트워크,이 회사의 무선 통신 서비스 경쟁사에는 AT&T Inc.와 같은 다른 통신사들이 포함된다.,
ADI↔TSM,DEPENDS_ON,"SEC 10-K: Additionally, more than half of the Company’s purchases of external wafer and foundry services are f",반도체 파운드리 서비스,True,,pending,pending,True,True,0.5,True,pending,pending,False,False,False,반도체·메모리,이 회사의 외부 웨이퍼 및 파운드리 서비스 구매의 절반 이상이 특정 출처로부터 이루어진다.,truncated
AMGN↔HCA,DEPENDS_ON,"SEC 10-K: In 2024, Change Healthcare, a large U.S. insurance claim and co-pay card processing clearinghouse, e",,False,DEPENDS_ON,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,False,False,,2024년에 미국의 대규모 보험 청구 및 공동 부담금 카드 처리 청산소인 Change Healthcare에서 특정 사건이 발생했다.,truncated
ANET↔AVGO,DEPENDS_ON,"SEC 10-K: In particular, we are primarily reliant upon our predominant merchant silicon vendor, Broadcom, for ",상업용 실리콘,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,상업용 실리콘,이 회사는 주요 상용 실리콘 공급업체인 Broadcom에 주로 의존한다.,truncated
APP↔META,DEPENDS_ON,SEC 10-K: The mobile app ecosystem depends in part on a relatively small number of third-party distribution pl,모바일 앱 생태계,True,,pending,pending,False,True,0.2,True,pending,pending,False,False,False,기타,모바일 앱 생태계는 일부 소수의 서드파티 배포 플랫폼에 의존한다.,target_absent|truncated
BKNG↔AAPL,DEPENDS_ON,"SEC 10-K: restrictions on the use of the identifier for advertisers (such as the Apple ""IDFA"") by mobile devic",모바일 광고,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,미디어·스트리밍·검색,"모바일 기기 업체들이 광고주용 식별자(예: Apple ""IDFA"") 사용에 대한 제한을 둔다.",truncated
BR↔UPS,DEPENDS_ON,"SEC 10-K: We rely upon the USPS and third-party carriers, including the United Parcel Service, for timely deli",물류·운송,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,물류·운송,이 회사는 적시 배송을 위해 USPS 및 United Parcel Service를 포함한 서드파티 운송업체에 의존한다.,truncated
CCI↔EQT,DEPENDS_ON,SEC 10-K: The restrictions and requirements imposed on our business and operations pursuant to certain covenan,,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,특정 약정에 따라 회사 사업 및 운영에 부과되는 제한 및 요구 사항을 설명한다.,target_absent|truncated
CI↔HCA,DEPENDS_ON,"SEC 10-K: For example, Change Healthcare, a health technology company owned by UnitedHealth Group and a servic",,False,DEPENDS_ON,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,True,False,,UnitedHealth Group이 소유한 헬스케어 기술 기업인 Change Healthcare가 서비스 제공자임을 언급한다.,list|m&a|truncated
CME↔NDAQ,DEPENDS_ON,SEC 10-K: We also have exclusive license agreements for certain Nasdaq indices through 2039 and for certain Ru,금융 지수,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,금융·결제·거래소,회사가 2039년까지 특정 나스닥 지수 및 특정 러셀 지수에 대한 독점 라이선스 계약을 보유하고 있음을 명시한다.,truncated
CPAY↔V,DEPENDS_ON,"SEC 10-K: Third-party networks are operated by independent parties, such as MasterCard and VISA, and tend to b",결제 네트워크,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,금융·결제·거래소,마스터카드 및 비자와 같은 독립적인 당사자들이 제3자 네트워크를 운영함을 설명한다.,truncated
CSGP↔GOOGL,DEPENDS_ON,"SEC 10-K: For example, starting on July 1, 2024, Universal Analytics (UA), Google’s legacy analytics platform ",웹 분석 플랫폼,False,,pending,pending,True,True,0.0,True,pending,pending,False,True,False,웹 분석 플랫폼,구글의 기존 분석 플랫폼인 유니버설 애널리틱스(UA)가 2024년 7월 1일부터 어떻게 되는지 언급한다.,list|truncated
DLR↔DLR,DEPENDS_ON,"SEC 10-K: As the sole general partner of our Operating Partnership, our Parent has the full, exclusive and com",,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,,모회사가 영업 파트너십의 유일한 무한책임사원으로서 완전하고 배타적인 권한을 가지고 있음을 명시한다.,target_absent|truncated
EBAY↔GOOGL,DEPENDS_ON,"SEC 10-K: In addition, we rely on Google search to direct a significant amount of traffic to our platforms.",온라인 검색,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,미디어·스트리밍·검색,회사가 자사 플랫폼으로 상당한 트래픽을 유도하기 위해 구글 검색에 의존함을 설명한다.,
EXR↔EXR,DEPENDS_ON,"SEC 10-K: The Company was formed to continue the business of Extra Space Storage LLC and its subsidiaries, whi",셀프 스토리지,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,셀프 스토리지,회사가 Extra Space Storage LLC 및 그 자회사들의 사업을 계속하기 위해 설립되었음을 설명한다.,m&a|truncated
FICO↔EFX,DEPENDS_ON,"SEC 10-K: Our Scores segment relies on, among others, Experian, TransUnion and Equifax.",신용정보 서비스,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,신용정보 서비스,"회사의 Scores 부문이 Experian, TransUnion, Equifax 등에 의존함을 명시한다.",list
FTNT↔AMD,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",CPU,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,반도체·메모리,중앙 처리 장치(CPU)를 포함하여 회사 사업에 중요한 일부 구성 요소를 언급한다.,target_absent
FTNT↔AVGO,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",중앙처리장치(CPU),True,,pending,pending,False,True,0.7,True,pending,pending,False,False,False,반도체·메모리,회사의 사업에 중요한 부품 중 일부로 특정 CPU가 언급된다.,target_absent
FTNT↔DIS,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,회사의 사업에 중요한 부품 중 일부로 특정 CPU가 언급된다.,target_absent
FTNT↔INTC,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",CPU,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,반도체·메모리,회사의 사업에 중요한 부품 중 일부로 특정 CPU가 언급된다.,target_absent
FTNT↔MU,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,회사의 사업에 중요한 부품 중 일부로 특정 CPU가 언급된다.,target_absent
FTNT↔QCOM,DEPENDS_ON,"SEC 10-K: Some of the components important to our business, including certain Central Processing Units (“CPUs”",중앙처리장치,True,,pending,pending,False,True,0.6,True,pending,pending,False,False,False,중앙처리장치,회사의 사업에 중요한 부품 중 일부로 특정 CPU가 언급된다.,target_absent
GDDY↔META,DEPENDS_ON,SEC 10-K: Our customers and their businesses rely heavily on tools and solutions that help them manage and gro,,False,COMPETES_WITH,pending,pending,False,True,0.1,True,pending,pending,False,False,False,,회사의 고객과 그들의 사업은 관리 및 성장을 돕는 도구 및 솔루션에 크게 의존한다고 서술된다.,target_absent|truncated
GDDY↔MSFT,DEPENDS_ON,"SEC 10-K: We rely on certain relationships with partners to offer and support key products and services, some ",,True,,pending,pending,False,True,0.3,True,pending,pending,False,False,False,,회사는 주요 제품 및 서비스를 제공하고 지원하기 위해 특정 파트너 관계에 의존한다.,target_absent|truncated
GPN↔USB,DEPENDS_ON,"SEC 10-K: Elavon, Inc., a subsidiary of U.S. Bancorp",금융 서비스,False,COMPETES_WITH,pending,pending,True,True,0.3,True,pending,pending,False,True,False,금융·결제·거래소,"Elavon, Inc.가 U.S. Bancorp의 자회사라고 명시된다.",list|truncated
GS↔GS,DEPENDS_ON,SEC 10-K: Goldman Sachs Asset Management BV is subject to similar requirements as a management company license,자산 관리,False,,pending,pending,True,True,0.7,True,pending,pending,False,False,False,자산 관리,Goldman Sachs Asset Management BV가 경영 회사 라이선스와 유사한 요구 사항을 적용받는다고 서술된다.,truncated
HWM↔AEE,DEPENDS_ON,SEC 10-K: Arconic Architectural Products SAS (“AAP SAS”) (now a subsidiary of Arconic Corporation) supplied Re,건축 제품,False,SUPPLIES_TO,pending,pending,True,True,0.0,True,pending,pending,False,False,False,건축 제품,Arconic Architectural Products SAS (현재 Arconic Corporation의 자회사)가 Re에 공급했음을 언급한다.,m&a|truncated
NVR↔NVR,DEPENDS_ON,"SEC 10-K: Because NVRM originates mortgage loans exclusively for our homebuilding customers, NVRM is dependent",모기지 대출,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,모기지 대출,NVRM은 회사 주택 건설 고객을 대상으로만 주택담보대출을 취급하므로 해당 고객에 의존적이라고 언급된다.,truncated
NWSA↔AMZN,DEPENDS_ON,"SEC 10-K: For example, the Company relies on Amazon Web Services to supply cloud-based services used in many o",클라우드 서비스,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,클라우드·엔터프라이즈SW,회사는 많은 서비스에 사용되는 클라우드 기반 서비스를 아마존 웹 서비스(Amazon Web Services)로부터 공급받고 있다고 서술한다.,truncated
NWSA↔GOOGL,DEPENDS_ON,SEC 10-K: and Google to provide workspace and other enterprise services.,기업용 솔루션,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,기타,회사는 구글(Google)로부터 워크스페이스 및 기타 엔터프라이즈 서비스를 제공받고 있다고 서술한다.,
ORCL↔CVX,DEPENDS_ON,"SEC 10-K: For example, following our acquisition of Cerner Corporation, we also face competition from large he",,False,COMPETES_WITH,pending,pending,True,False,0.0,True,pending,pending,False,False,False,,회사는 Cerner Corporation 인수로 인해 대형 헬스케어 기업들과 경쟁하고 있다고 서술한다.,m&a|truncated
PCAR↔CMI,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",엔진,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,True,False,자동차·부품·산업재,"Cummins, Eaton, ZF 또는 Magna로부터의 공급 중단이 생산 차질을 초래할 수 있다고 서술한다.",list|truncated
PCAR↔ETN,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",트럭 부품 공급,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,True,False,자동차·부품·산업재,"Cummins, Eaton, ZF 또는 Magna로부터의 공급 중단이 생산 차질을 초래할 수 있다고 서술한다.",list|truncated
PCAR↔LII,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"Cummins, Eaton, ZF 또는 Magna로부터의 공급 중단이 생산 차질을 초래할 수 있다고 서술한다.",list|target_absent|truncated
PSA↔GOOGL,DEPENDS_ON,"SEC 10-K: Marketing initiatives, including our increasing dependence on Google to source customers, may fail t",디지털 마케팅,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,디지털 마케팅,"회사는 고객 확보를 위해 구글(Google)에 대한 의존도가 증가하고 있으며, 이러한 마케팅 이니셔티브가 실패할 수 있다고 서술한다.",truncated
SMCI↔ALGN,DEPENDS_ON,SEC 10-K: Ablecom also coordinates the manufacturing of chassis for us.,,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,Ablecom이 회사를 위해 섀시 제조를 조율하고 있다고 서술한다.,target_absent
SNDK↔WDC,DEPENDS_ON,"SEC 10-K: Prior to February 21, 2025, we were wholly owned by WDC.",,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,True,,2025년 2월 21일 이전에 회사가 WDC에 의해 전액 소유되었다고 서술한다.,m&a
SYF↔FISV,DEPENDS_ON,"SEC 10-K: For example, our principal technology and related services (including credit card transaction proces",신용카드 거래 처리,False,SUPPLIES_TO,pending,pending,False,True,0.1,True,pending,pending,False,False,False,금융·결제·거래소,회사의 주요 기술 및 관련 서비스(신용카드 거래 처리 포함)를 서술한다.,target_absent|truncated
TTWO↔MSFT,DEPENDS_ON,"SEC 10-K: Accordingly, console manufacturers like Sony or Microsoft could cause unanticipated delays in the re",게임 콘솔,True,,auto_candidate,pending,True,True,0.8,True,auto_candidate,pending,False,False,False,게임 콘솔,Sony나 Microsoft와 같은 콘솔 제조업체가 예상치 못한 지연을 발생시킬 수 있다고 언급한다.,truncated
VTRS↔PFE,DEPENDS_ON,SEC 10-K: certain reimbursements related to the Company’s obligation to reimburse Pfizer for certain financing,재무 상환 의무,True,,auto_candidate,pending,True,True,0.8,True,auto_candidate,pending,False,False,False,기타,회사의 Pfizer에 대한 특정 금융 관련 상환 의무와 관련된 특정 상환금을 서술한다.,truncated
WAT↔CI,DEPENDS_ON,SEC 10-K: including tariffs and export restrictions on certain manufacturing components imposed by China,,False,DEPENDS_ON,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,중국이 부과하는 특정 제조 부품에 대한 관세 및 수출 제한을 언급한다.,target_absent|truncated
WDC↔SNDK,DEPENDS_ON,"SEC 10-K: On February 21, 2025 (the “Separation Date”), we completed the separation of our HDD and Flash busin",하드 디스크 드라이브,False,SUPPLIES_TO,pending,pending,False,True,0.7,True,pending,pending,False,True,False,하드 디스크 드라이브,2025년 2월 21일에 회사가 HDD 및 Flash 사업부의 분리를 완료했음을 서술한다.,list|m&a|target_absent|truncated
ABBV↔ABT,PARTNER_WITH,"SEC 10-K: On January 1, 2013, AbbVie became an independent, publicly-traded company as a result of the distrib",,False,COMPETES_WITH,pending,pending,False,True,0.7,True,pending,pending,False,False,False,,2013년 1월 1일 AbbVie가 분할로 인해 독립적인 상장 기업이 되었음을 서술한다.,m&a|target_absent|truncated
AKAM↔APTV,PARTNER_WITH,SEC 10-K: We market and sell our solutions globally through our field sales and services organization and thro,,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,회사가 현장 영업 및 서비스 조직을 통해 전 세계적으로 솔루션을 마케팅하고 판매함을 서술한다.,target_absent|truncated
AKAM↔MSFT,PARTNER_WITH,SEC 10-K: We market and sell our solutions globally through our field sales and services organization and thro,,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,회사가 현장 영업 및 서비스 조직을 통해 전 세계적으로 솔루션을 마케팅하고 판매함을 서술한다.,target_absent|truncated
ANET↔AVGO,PARTNER_WITH,"SEC 10-K: Our product development efforts also depend upon continued collaboration with our key suppliers, suc",,False,DEPENDS_ON,pending,pending,False,True,0.3,True,pending,pending,False,False,False,,회사의 제품 개발 노력이 주요 공급업체와의 지속적인 협력에 달려있음을 서술한다.,target_absent|truncated
