symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok
TTWO↔MSFT,DEPENDS_ON,"SEC 10-K: Accordingly, console manufacturers like Sony or Microsoft could cause unanticipated delays in the re",게임 콘솔,True,,auto_candidate,pending,True,True,0.8,True
VTRS↔PFE,DEPENDS_ON,SEC 10-K: certain reimbursements related to the Company’s obligation to reimburse Pfizer for certain financing,재무 상환 의무,True,,auto_candidate,pending,True,True,0.8,True
WAT↔CI,DEPENDS_ON,SEC 10-K: including tariffs and export restrictions on certain manufacturing components imposed by China,,False,DEPENDS_ON,pending,pending,False,True,0.0,True
WDC↔SNDK,DEPENDS_ON,"SEC 10-K: On February 21, 2025 (the “Separation Date”), we completed the separation of our HDD and Flash busin",하드 디스크 드라이브,False,SUPPLIES_TO,pending,pending,False,True,0.7,True
ABBV↔ABT,PARTNER_WITH,"SEC 10-K: On January 1, 2013, AbbVie became an independent, publicly-traded company as a result of the distrib",,False,COMPETES_WITH,pending,pending,False,True,0.7,True
AKAM↔APTV,PARTNER_WITH,SEC 10-K: We market and sell our solutions globally through our field sales and services organization and thro,,False,PARTNER_WITH,pending,pending,False,True,0.0,True
AKAM↔MSFT,PARTNER_WITH,SEC 10-K: We market and sell our solutions globally through our field sales and services organization and thro,,False,PARTNER_WITH,pending,pending,False,True,0.0,True
ANET↔AVGO,PARTNER_WITH,"SEC 10-K: Our product development efforts also depend upon continued collaboration with our key suppliers, suc",,False,DEPENDS_ON,pending,pending,False,True,0.3,True
AXP↔AMZN,PARTNER_WITH,"SEC 10-K: For example, our two largest redemption partners are Amazon and Delta.",리워드 프로그램,True,,auto_candidate,pending,True,True,0.9,True
BKR↔NXT,PARTNER_WITH,"SEC 10-K: Over the past several years, we have made progress in strategic investments and acquisitions in emer",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
BKR↔VLO,PARTNER_WITH,"SEC 10-K: Over the past several years, we have made progress in strategic investments and acquisitions in emer",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
BLK↔HPQ,PARTNER_WITH,"SEC 10-K: BlackRock recorded approximately $3.0 billion of indefinite-lived management contracts, $2.7 billion",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
CAH↔IONQ,PARTNER_WITH,SEC 10-K: The performance of our MSO platforms positively impacted the year-over-year comparison of Pharma seg,,False,COMPETES_WITH,pending,pending,False,True,0.0,True
CB↔BLK,PARTNER_WITH,"SEC 10-K: In addition, Chubb has an arrangement with BlackRock, Inc. under which both Chubb and BlackRock, Inc",,True,,auto_candidate,pending,True,True,0.9,True
CRWD↔AMZN,PARTNER_WITH,"SEC 10-K: To further meet the compliance demands of the government, customers can elect to deploy the Falcon p",,False,,pending,pending,False,True,0.0,True
DAL↔AXP,PARTNER_WITH,"SEC 10-K: This is primarily composed of revenues related to lounge access, including access provided to certai",공항 라운지 서비스,True,,pending,pending,False,True,0.8,True
DLR↔DLR,PARTNER_WITH,"SEC 10-K: Digital Realty Trust, Inc. (the Parent), through its controlling interest in Digital Realty Trust, L",,False,DEPENDS_ON,pending,pending,True,True,0.9,True
EA↔MSFT,PARTNER_WITH,"SEC 10-K: Addendum to Xbox Console Publisher License Agreement, effective as of July 1, 2024, between Microsof",비디오 게임,True,,pending,pending,False,True,0.9,True
EQT↔XEL,PARTNER_WITH,"SEC 10-K: Prior to that he served as Senior Director, Technical Accounting and Financial Reporting at Rice Ene",,False,,pending,pending,False,True,0.0,True
EXR↔EXR,PARTNER_WITH,"SEC 10-K: The Company’s interest in its stores is held through its operating partnership, Extra Space Storage ",스토리지 운영,True,,auto_candidate,pending,True,True,0.9,True
FTNT↔AMZN,PARTNER_WITH,"SEC 10-K: Depending on the solution or form factor purchased, customers may also access our products via the c",,False,PARTNER_WITH,pending,pending,False,True,0.1,True
GDDY↔AMZN,PARTNER_WITH,"SEC 10-K: We also work to make certain of our products interoperable with services such as Yelp, Google, Amazo",서비스 연동,True,,pending,pending,False,True,0.9,True
GDDY↔GOOGL,PARTNER_WITH,"SEC 10-K: We also work to make certain of our products interoperable with services such as Yelp, Google, Amazo",웹 서비스 연동,True,,auto_candidate,pending,True,True,0.9,True
GDDY↔META,PARTNER_WITH,"SEC 10-K: We also work to make certain of our products interoperable with services such as Yelp, Google, Amazo",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
GDDY↔XYZ,PARTNER_WITH,"SEC 10-K: we provide various payment options for customers, including through our partnerships and technical i",결제 서비스,True,,pending,pending,False,True,0.3,True
HCA↔HCA,PARTNER_WITH,"SEC 10-K: The terms “HCA,” “Company,” “we,” “our,” or “us,” as used herein, refer to HCA Healthcare, Inc. and ",,False,PARTNER_WITH,pending,pending,True,True,0.0,True
INCY↔REGN,PARTNER_WITH,"SEC 10-K: in 2022 and 2023, we decided to terminate our collaborations with Calithera Biosciences, Inc. and Sy",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
KDP↔KO,PARTNER_WITH,"SEC 10-K: These bottlers may be affiliated with Coca-Cola or with PepsiCo, or they may be independent.",,False,COMPETES_WITH,pending,pending,True,True,0.0,True
KDP↔PEP,PARTNER_WITH,"SEC 10-K: These bottlers may be affiliated with Coca-Cola or with PepsiCo, or they may be independent.",,False,COMPETES_WITH,pending,pending,True,True,0.0,True
KDP↔SBUX,PARTNER_WITH,"SEC 10-K: Our partner brands include Starbucks, Dunkin', Folgers, and Peet's, among others.",커피 제품,True,,auto_candidate,pending,True,True,1.0,True
LEN↔INVH,PARTNER_WITH,"SEC 10-K: In April 2024, Upward America entered into a joint venture agreement and property management agreeme",단독 주택 임대,True,,pending,pending,False,True,0.9,True
MCK↔APO,PARTNER_WITH,"SEC 10-K: on April 20, 2026, we announced a definitive agreement under which funds managed by affiliates of Ap",,True,,pending,pending,False,True,0.8,True
MCK↔WMT,PARTNER_WITH,SEC 10-K: We also source generic pharmaceutical drugs through our ClarusONE Sourcing Services LLP joint ventur,제네릭 의약품,True,,pending,pending,False,True,0.9,True
MMM↔SOLV,PARTNER_WITH,"SEC 10-K: On April 1, 2024, the Company completed the planned spin-off of its Health Care business as an indep",헬스케어 사업,False,DEPENDS_ON,pending,pending,False,True,0.9,True
MNST↔PEP,PARTNER_WITH,"SEC 10-K: For example, PepsiCo entered into a long-term strategic distribution arrangement with Celsius Holdin",,False,PARTNER_WITH,pending,pending,True,True,0.0,True
MSCI↔BLK,PARTNER_WITH,"SEC 10-K: Certain of our clients are also significant shareholders, competitors or distributors of our content",,True,,pending,pending,False,False,0.5,True
MTB↔MTB,PARTNER_WITH,"SEC 10-K: At December 31, 2025, M&T had two wholly-owned bank subsidiaries: M&T Bank and Wilmington Trust, N.A",은행 서비스,False,DEPENDS_ON,pending,pending,True,True,1.0,True
ORCL↔CVX,PARTNER_WITH,"SEC 10-K: For example, following our acquisition of Cerner Corporation, we also face competition from large he",,False,,pending,pending,True,False,0.0,True
PANW↔IBM,PARTNER_WITH,"SEC 10-K: In June 2025, we amended the terms of our contingent consideration arrangement with International Bu",,False,SUPPLIES_TO,pending,pending,True,True,0.7,True
PEP↔SBUX,PARTNER_WITH,"SEC 10-K: PBNA also, either independently or in conjunction with third parties, makes, markets, distributes an",음료 유통,True,,pending,pending,False,True,0.8,True
ROP↔HPQ,PARTNER_WITH,"SEC 10-K: —ConstructConnect, DAT, Foundry, iPipeline, iTradeNetwork, MHA, SHP, SoftWriters, and Subsplash;",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
SATS↔SATS,PARTNER_WITH,"SEC 10-K: governing the purchase, sale and other disposition by directors, officers and employees of securitie",,False,,pending,pending,False,True,0.0,True
SMCI↔ALGN,PARTNER_WITH,"SEC 10-K: We also collaborate on design and development activities with Ablecom and Compuware, where we substa",,False,,pending,pending,False,True,0.0,True
TECH↔TMO,PARTNER_WITH,"SEC 10-K: We sell our products directly to customers who are primarily located in North America, Europe and Ch",,False,,pending,pending,False,True,0.0,True
TGT↔AAPL,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",소비자 전자제품 유통,True,,pending,pending,False,True,0.9,True
TGT↔SBUX,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",,False,,pending,pending,False,True,0.0,True
TGT↔ULTA,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
TPL↔ACN,PARTNER_WITH,"SEC 10-K: From 2004 to 2013, Ms. Duganier was a Managing Director at Accenture, a multinational professional s",,False,,pending,pending,True,True,0.0,True
TPL↔CNP,PARTNER_WITH,"SEC 10-K: Ms. Duganier currently serves on the board of directors of CenterPoint Energy (NYSE: CNP), an electr",,False,PARTNER_WITH,pending,pending,True,True,0.5,True
TPL↔SPGI,PARTNER_WITH,"SEC 10-K: and of MRC Global Inc. (NYSE: MRC) (2015-2024), an industrial distributor of pipes, valves and other",,False,PARTNER_WITH,pending,pending,True,True,0.0,True
WAB↔NSC,PARTNER_WITH,"SEC 10-K: In both 2025 and 2024, Canadian National Railway Company, Norfolk Southern and Union Pacific Railroa",,False,PARTNER_WITH,pending,pending,True,True,0.0,True
WDAY↔ADP,PARTNER_WITH,"SEC 10-K: Our global partnerships with payroll providers, including Automatic Data Processing, Inc. (“ADP”), R",급여 서비스,True,,auto_candidate,pending,True,True,1.0,True
WDAY↔AMZN,PARTNER_WITH,"SEC 10-K: Strategic partnerships with public cloud providers, including Amazon Web Services, Inc. (“AWS”) and ",클라우드 서비스,True,,auto_candidate,pending,True,True,1.0,True
WDAY↔GOOGL,PARTNER_WITH,"SEC 10-K: Strategic partnerships with public cloud providers, including Amazon Web Services, Inc. (“AWS”) and ",클라우드 컴퓨팅,True,,pending,pending,False,True,0.7,True
WDAY↔MSFT,PARTNER_WITH,"SEC 10-K: For example, our partnership with Microsoft Corporation (“Microsoft”), announced in fiscal 2026, wil",,True,,auto_candidate,pending,True,True,0.95,True
WDAY↔MU,PARTNER_WITH,"SEC 10-K: Our global partnerships with payroll providers, including Automatic Data Processing, Inc. (“ADP”), R",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
WST↔ROP,PARTNER_WITH,"SEC 10-K: He has also served as an Independent Director at OraSure Technologies, Inc. since 2023.",,False,SUPPLIES_TO,pending,pending,True,True,0.0,True
XYZ↔V,PARTNER_WITH,SEC 10-K: Cash App Card offers customers the ability to store funds in Cash App and subsequently use these fun,직불 카드,True,,pending,pending,False,True,0.3,True
A↔WST,SUPPLIES_TO,"SEC 10-K: Prior to joining West, he served as the Chief Financial Officer of Agilent Technologies Inc, a provi",,False,,pending,pending,True,True,0.0,True
ALGN↔AVGO,SUPPLIES_TO,"SEC 10-K: We use third-party CMs for a significant majority of our assembly and test operations, including TSM",,False,DEPENDS_ON,pending,pending,False,True,0.0,True
ALGN↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,,pending,pending,False,True,0.0,True
ALGN↔IDXX,SUPPLIES_TO,SEC 10-K: We also sell our products to dental laboratories who use our products to manufacture or customize th,치과 기공,False,SUPPLIES_TO,pending,pending,True,True,0.1,True
ALGN↔SMCI,SUPPLIES_TO,"SEC 10-K: We work with Ablecom, one of our key contract manufacturers and a related party, for our chassis and",,False,,pending,pending,False,True,0.0,True
AMZN↔ADSK,SUPPLIES_TO,"SEC 10-K: We rely on third parties, such as Amazon Web Services, to provide us with operational and technical ",클라우드 컴퓨팅,True,,pending,pending,False,True,1.0,True
AOS↔AMZN,SUPPLIES_TO,SEC 10-K: We sell our A. O. Smith branded water treatment products primarily through our water quality dealer ,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
CAH↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
CAH↔BAX,SUPPLIES_TO,"SEC 10-K: In the United States, third parties, such as Cardinal Health, Inc. and Medline Inc., warehouse and s",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
CAH↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",의약품 유통,True,,pending,pending,False,True,0.7,True
CAT↔FIX,SUPPLIES_TO,"SEC 10-K: The primary manufacturers of the major components in a commercial MEP system are: Trane, Carrier, Yo",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
CMI↔FIX,SUPPLIES_TO,"SEC 10-K: The primary manufacturers of the major components in a commercial MEP system are: Trane, Carrier, Yo",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
CMI↔PCAR,SUPPLIES_TO,SEC 10-K: Engines not manufactured by the Company are purchased from Cummins Inc. (Cummins).,엔진,True,,pending,pending,False,True,1.0,True
COP↔ATO,SUPPLIES_TO,"SEC 10-K: Major suppliers during fiscal 2025 were ARM Energy Management LLC, Cima Energy, LP, ConocoPhillips C",천연가스 공급,True,,auto_candidate,pending,True,True,1.0,True
COR↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",,False,DEPENDS_ON,pending,pending,False,True,0.0,True
COR↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",,False,SUPPLIES_TO,pending,pending,False,True,0.1,True
CRWD↔HLT,SUPPLIES_TO,"SEC 10-K: For example, in July 2024 a software update by CrowdStrike Holdings, Inc., a cybersecurity technolog",,False,,pending,pending,True,True,0.0,True
DD↔Q,SUPPLIES_TO,"SEC 10-K: On May 22, 2024, DuPont de Nemours, Inc. (""DuPont"" or ""Parent"") announced its plan to separate Qnity",,False,DEPENDS_ON,pending,pending,True,True,0.9,True
DLTR↔CPB,SUPPLIES_TO,"SEC 10-K: Our products are generally resold to consumers through retail food chains, mass discounters, mass me",식품 유통,True,,pending,pending,False,True,0.8,True
DTE↔GM,SUPPLIES_TO,"SEC 10-K: Energy Trading's customer base is predominantly utilities, local natural gas distribution companies,",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
ETN↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
ETN↔PCAR,SUPPLIES_TO,SEC 10-K: The Company purchased a significant portion of its transmissions from Eaton Corporation Plc. (Eaton),변속기,True,,pending,pending,False,True,1.0,True
FISV↔SYF,SUPPLIES_TO,SEC 10-K: We also face risks related to cyber-attacks and other security breaches in connection with credit ca,신용카드,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
FN↔NVDA,SUPPLIES_TO,SEC 10-K: We engage with independent subcontractors and contract manufacturers such as Hon Hai Precision Indus,,False,SUPPLIES_TO,pending,pending,False,True,0.1,True
FTNT↔EA,SUPPLIES_TO,"SEC 10-K: We work with many technology distributors, including Arrow Electronics, Inc., Exclusive, Ingram Micr",,False,,pending,pending,True,True,0.0,True
GIS↔DRI,SUPPLIES_TO,"SEC 10-K: We were acquired by General Mills, Inc. in 1970 and became a separate publicly held company in 1995 ",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
GM↔APTV,SUPPLIES_TO,"SEC 10-K: For example, in 2025, General Motors (“GM”) restructured their operations in China given challenges ",,False,DEPENDS_ON,pending,pending,False,True,0.0,True
HCA↔RVTY,SUPPLIES_TO,SEC 10-K: and held a number of global management operational positions with GE Healthcare.,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
HOLX↔WST,SUPPLIES_TO,"SEC 10-K: From 2014 to 2018, Mr. McMahon served as Chief Financial Officer at Hologic, Inc, a developer, manuf",,False,,pending,pending,False,True,0.0,True
INVH↔LEN,SUPPLIES_TO,"SEC 10-K: In addition, Lennar engaged Invitation Homes to provide certain asset management services for the Up",자산 관리 서비스,True,,auto_candidate,pending,True,True,0.95,True
JBL↔ANET,SUPPLIES_TO,"SEC 10-K: Our primary manufacturing partners are Jabil Inc., Sanmina Corporation and Foxconn Hon Hai.",전자제품 위탁생산,True,,pending,pending,False,True,1.0,True
JNJ↔WST,SUPPLIES_TO,"SEC 10-K: Prior to Hologic, Mr. McMahon spent 20 years with Johnson & Johnson, a biotechnology, medical techno",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
KDP↔PEP,SUPPLIES_TO,"SEC 10-K: Further, PBNA manufactures and distributes certain brands licensed from Keurig Dr Pepper Inc., inclu",음료 브랜드 라이선싱,False,PARTNER_WITH,pending,pending,True,True,1.0,True
LII↔PCAR,SUPPLIES_TO,SEC 10-K: The Company also purchased a significant portion of North America stampings used for cabs from Magna,,False,,pending,pending,False,True,0.0,True
MCHP↔EA,SUPPLIES_TO,"SEC 10-K: With the exception of Arrow Electronics, our largest distributor, which accounted for 10% and 12% of",,False,SUPPLIES_TO,pending,pending,True,True,0.0,True
MCK↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",의약품 도매 유통,True,,pending,pending,False,True,0.6,True
MCK↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",의약품 유통,True,,pending,pending,False,True,0.8,True
MET↔BAX,SUPPLIES_TO,"SEC 10-K: In the United States, third parties, such as Cardinal Health, Inc. and Medline Inc., warehouse and s",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
MGM↔O,SUPPLIES_TO,SEC 10-K: MGM Resorts International continues to operate the properties.,부동산 임대,True,,pending,pending,True,True,0.6,True
MMM↔SOLV,SUPPLIES_TO,"SEC 10-K: Transition Contract Manufacturing Agreement, dated as of March 31, 2024, by and between 3M Company a",,True,,pending,pending,False,True,0.6,True
MPC↔SRE,SUPPLIES_TO,"SEC 10-K: Our customer contracts for our refined products storage business are structured as long-term, U.S. d",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
MSCI↔BLK,SUPPLIES_TO,"SEC 10-K: Certain of our clients are also significant shareholders, competitors or distributors of our content",,True,,pending,pending,False,False,0.2,True
MU↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
MU↔NVDA,SUPPLIES_TO,"SEC 10-K: We purchase memory from SK Hynix Inc., Micron Technology, Inc., and Samsung.",메모리,True,,pending,pending,False,True,1.0,True
ON↔LRCX,SUPPLIES_TO,"SEC 10-K: Our customer base includes leading semiconductor memory, foundry, and integrated device manufacturer",반도체 메모리,False,,pending,pending,False,True,0.1,True
ON↔ON,SUPPLIES_TO,"SEC 10-K: On October 27, 2025, we completed the acquisition of rights to Vcore power technologies, including a",Vcore 전력 기술,False,PARTNER_WITH,pending,pending,True,True,0.8,True
PNR↔POOL,SUPPLIES_TO,"SEC 10-K: Our largest suppliers are Pentair plc, Zodiac Pool Systems, Inc. and Hayward Holdings, Inc., which a",수영장 용품,True,,auto_candidate,pending,True,True,0.95,True
PWR↔PWR,SUPPLIES_TO,SEC 10-K: Quanta’s Underground and Infrastructure segment provides comprehensive infrastructure solutions to c,인프라 솔루션,True,,pending,pending,True,True,0.6,True
SATS↔AMT,SUPPLIES_TO,"SEC 10-K: For example, during the second half of 2025, Echostar Corporation, parent company to DISH, announced",,False,,pending,pending,True,True,0.0,True
SNDK↔ANET,SUPPLIES_TO,"SEC 10-K: Our primary manufacturing partners are Jabil Inc., Sanmina Corporation and Foxconn Hon Hai.",,False,PARTNER_WITH,pending,pending,False,True,0.0,True
SRE↔NUE,SUPPLIES_TO,"SEC 10-K: Oncor also provides distribution services, consisting of retail delivery services to retail electric",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
TSM↔AVGO,SUPPLIES_TO,"SEC 10-K: The majority of our front-end wafer manufacturing operations is outsourced to external foundries, in",반도체 파운드리,True,,pending,pending,False,True,0.9,True
TSM↔FTNT,SUPPLIES_TO,SEC 10-K: These contract manufacturers use foundries in Taiwan and Japan operated by either Taiwan Semiconduct,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
TSM↔NVDA,SUPPLIES_TO,"SEC 10-K: We utilize foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsu",반도체 파운드리,True,,pending,pending,False,True,1.0,True
V↔SYF,SUPPLIES_TO,SEC 10-K: We also face risks related to cyber-attacks and other security breaches in connection with credit ca,신용카드 결제,False,DEPENDS_ON,pending,pending,False,True,0.3,True
V↔V,SUPPLIES_TO,"SEC 10-K: Built on a cloud-based architecture, our Acceptance Platform solutions such as Cybersource and Autho",클라우드 기반 결제 솔루션,True,,pending,pending,False,True,0.9,True
VLO↔SRE,SUPPLIES_TO,"SEC 10-K: Our customer contracts for our refined products storage business are structured as long-term, U.S. d",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True
WMT↔CAG,SUPPLIES_TO,"SEC 10-K: Our largest customer, Walmart, Inc. and its affiliates, accounted for approximately 29% of consolida",식품 소매,True,,pending,pending,False,True,1.0,True
WMT↔CL,SUPPLIES_TO,"SEC 10-K: Our sales to Walmart, Inc. and its affiliates represented approximately 11% of our Net sales in 2025",,True,,pending,pending,False,True,1.0,True
WMT↔KMB,SUPPLIES_TO,"SEC 10-K: Our largest customer, Walmart Inc., represented approximatel",생활용품,True,,pending,pending,False,True,0.9,True
WMT↔PG,SUPPLIES_TO,SEC 10-K: Sales to Walmart Inc. and its affiliates represent approximately 16% of our total sales in 2025 and ,,True,,pending,pending,False,True,1.0,True
